"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.2","...","1008.0","2019-06-01 00:01","1004.2","2019-06-01 15:36","26.2","28.6","2019-06-01 10:25","24.4","2019-06-01 05:13","...","92","78","2019-06-01 10:20","1.3","113","5.5","127","2019-06-01 12:16","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1004.4","...","1006.1","2019-06-02 21:48","1003.2","2019-06-02 16:18","27.0","29.1","2019-06-02 10:13","24.7","2019-06-02 05:27","...","90","74","2019-06-02 10:13","1.7","48","5.4","16","2019-06-02 17:28","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1005.8","...","1007.8","2019-06-03 22:04","1004.2","2019-06-03 03:18","26.9","29.0","2019-06-03 15:14","24.8","2019-06-03 05:13","...","90","80","2019-06-03 14:36","1.7","52","4.7","13","2019-06-03 17:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1007.4","...","1009.4","2019-06-04 22:05","1005.4","2019-06-04 02:55","26.1","29.7","2019-06-04 11:30","24.2","2019-06-04 23:41","...","91","72","2019-06-04 10:56","2.1","220","6.0","49","2019-06-04 11:56","5.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1009.3","...","1011.1","2019-06-05 22:04","1007.9","2019-06-05 02:36","26.8","30.4","2019-06-05 10:28","23.0","2019-06-05 05:42","...","85","62","2019-06-05 09:44","2.8","224","8.5","134","2019-06-05 11:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1009.6","...","1010.8","2019-06-06 07:26","1008.3","2019-06-06 14:24","27.5","30.7","2019-06-06 09:38","24.0","2019-06-06 05:21","...","85","67","2019-06-06 09:21","3.4","210","14.5","134","2019-06-06 12:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1008.5","...","1009.9","2019-06-07 07:15","1006.4","2019-06-07 15:36","27.8","30.5","2019-06-07 13:27","24.3","2019-06-07 05:37","...","85","67","2019-06-07 08:09","2.9","19","12.1","153","2019-06-07 13:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1006.2","...","1008.2","2019-06-08 00:01","1004.5","2019-06-08 23:58","27.3","30.4","2019-06-08 10:28","25.0","2019-06-08 05:13","...","85","66","2019-06-08 10:21","1.9","225","5.7","227","2019-06-08 06:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1002.5","...","1004.6","2019-06-09 00:02","1001.2","2019-06-09 17:25","27.3","30.5","2019-06-09 10:15","23.8","2019-06-09 04:47","...","82","62","2019-06-09 10:15","2.2","55","6.8","45","2019-06-09 14:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1001.7","...","1003.8","2019-06-10 22:04","999.8","2019-06-10 03:26","27.2","29.7","2019-06-10 10:21","24.9","2019-06-10 05:26","...","85","67","2019-06-10 10:28","1.6","75","5.1","42","2019-06-10 14:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1003.0","...","1006.2","2019-06-11 22:02","999.9","2019-06-11 03:05","25.3","27.0","2019-06-11 00:09","24.2","2019-06-11 06:16","...","93","83","2019-06-11 00:01","1.9","16","9.1","3","2019-06-11 18:12","21.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
