"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1008.5","...","1010.3","2019-09-01 21:55","1007.0","2019-09-01 03:33","27.9","30.7","2019-09-01 10:45","25.3","2019-09-01 04:31","...","84","64","2019-09-01 11:05","2.4","211","8.5","113","2019-09-01 13:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1008.5","...","1010.4","2019-09-02 08:47","1006.5","2019-09-02 15:28","27.6","30.7","2019-09-02 11:06","25.0","2019-09-02 05:29","...","87","70","2019-09-02 09:36","2.6","135","8.8","140","2019-09-02 13:00","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1006.1","...","1008.0","2019-09-03 00:01","1004.1","2019-09-03 23:55","27.2","30.3","2019-09-03 12:40","24.5","2019-09-03 04:12","...","85","67","2019-09-03 08:47","2.3","222","10.3","58","2019-09-03 16:27","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1002.7","...","1004.2","2019-09-04 00:12","1000.7","2019-09-04 16:38","27.5","31.1","2019-09-04 10:58","24.9","2019-09-04 04:45","...","82","61","2019-09-04 10:59","2.1","237","11.4","45","2019-09-04 12:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","999.4","...","1001.7","2019-09-05 00:01","997.7","2019-09-05 14:07","27.1","30.7","2019-09-05 12:22","24.7","2019-09-05 06:01","...","86","63","2019-09-05 09:59","2.6","210","9.4","152","2019-09-05 14:45","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","999.4","...","1002.1","2019-09-06 22:51","997.2","2019-09-06 01:12","27.7","31.1","2019-09-06 12:47","24.5","2019-09-06 04:54","...","84","64","2019-09-06 12:39","2.2","98","6.1","236","2019-09-06 23:10","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1002.2","...","1004.4","2019-09-07 21:10","999.7","2019-09-07 03:20","27.0","30.7","2019-09-07 10:15","24.6","2019-09-07 05:47","...","83","62","2019-09-07 11:05","2.4","228","10.2","39","2019-09-07 17:29","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1004.0","...","1006.3","2019-09-08 21:12","1002.3","2019-09-08 14:09","27.2","30.5","2019-09-08 11:35","23.8","2019-09-08 05:45","...","83","68","2019-09-08 08:53","2.3","127","6.6","123","2019-09-08 13:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1005.5","...","1007.8","2019-09-09 22:57","1003.6","2019-09-09 03:18","27.0","29.9","2019-09-09 11:15","23.9","2019-09-09 05:49","...","85","66","2019-09-09 11:14","1.9","124","6.9","133","2019-09-09 11:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1008.5","...","1011.6","2019-09-10 21:42","1005.8","2019-09-10 02:43","27.5","30.2","2019-09-10 12:34","24.3","2019-09-10 05:30","...","83","68","2019-09-10 08:52","1.8","119","6.4","115","2019-09-10 13:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
