"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1023.6","...","1025.8","2019-02-11 20:42","1021.1","2019-02-11 03:14","19.2","21.0","2019-02-11 12:10","17.5","2019-02-11 20:41","...","X","99","2019-02-11 00:01","3.0","40","11.7","44","2019-02-11 09:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1022.3","...","1024.8","2019-02-12 00:01","1020.1","2019-02-12 15:23","20.4","23.9","2019-02-12 13:35","17.2","2019-02-12 05:51","...","X","99","2019-02-12 00:01","2.3","224","6.1","46","2019-02-12 12:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1020.6","...","1021.9","2019-02-13 09:05","1019.0","2019-02-13 14:28","19.7","22.6","2019-02-13 09:12","18.1","2019-02-13 18:31","...","X","99","2019-02-13 00:01","3.2","40","10.2","39","2019-02-13 14:23","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1019.6","...","1021.3","2019-02-14 09:09","1018.0","2019-02-14 14:30","20.4","24.0","2019-02-14 13:10","17.8","2019-02-14 05:52","...","X","99","2019-02-14 00:01","2.8","28","9.5","24","2019-02-14 15:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1017.9","...","1020.0","2019-02-15 08:58","1015.1","2019-02-15 15:22","21.3","24.8","2019-02-15 13:45","17.3","2019-02-15 07:22","...","X","99","2019-02-15 00:01","2.3","63","7.6","118","2019-02-15 14:10","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1017.5","...","1019.4","2019-02-16 08:43","1015.7","2019-02-16 15:04","19.9","21.8","2019-02-16 11:59","18.2","2019-02-16 23:51","...","X","99","2019-02-16 00:01","3.2","26","10.4","34","2019-02-16 18:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1018.4","...","1020.6","2019-02-17 09:44","1016.7","2019-02-17 03:02","18.9","20.1","2019-02-17 14:24","17.5","2019-02-17 06:21","...","X","99","2019-02-17 00:01","1.7","5","8.2","22","2019-02-17 07:39","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1014.3","...","1017.9","2019-02-18 00:01","1011.8","2019-02-18 14:40","21.0","24.8","2019-02-18 17:00","17.8","2019-02-18 04:41","...","X","99","2019-02-18 00:01","2.5","213","10.4","131","2019-02-18 13:11","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1015.8","...","1019.2","2019-02-19 22:28","1014.9","2019-02-19 15:40","22.0","25.9","2019-02-19 13:53","22.2","2019-02-19 21:37","...","X","99","2019-02-19 12:51","3.1","16","8.0","66","2019-02-19 13:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1017.8","...","1020.0","2019-02-20 09:28","1016.0","2019-02-20 14:50","23.2","26.3","2019-02-20 11:51","20.5","2019-02-20 05:41","...","X","99","2019-02-20 00:01","2.1","124","6.5","118","2019-02-20 12:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1016.1","...","1018.7","2019-02-21 08:34","1014.0","2019-02-21 15:04","22.1","24.4","2019-02-21 10:42","20.1","2019-02-21 05:51","...","X","99","2019-02-21 00:01","1.6","271","7.0","24","2019-02-21 13:30","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1015.1","...","1018.5","2019-02-22 23:19","1013.0","2019-02-22 02:54","20.3","23.4","2019-02-22 11:50","17.2","2019-02-22 21:37","...","X","99","2019-02-22 00:01","3.9","41","12.5","49","2019-02-22 21:00","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1017.5","...","1019.4","2019-02-23 09:06","1015.3","2019-02-23 15:06","16.5","17.6","2019-02-23 00:01","15.3","2019-02-23 21:16","...","X","99","2019-02-23 00:01","2.8","7","10.9","15","2019-02-23 04:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1015.1","...","1017.9","2019-02-24 00:10","1012.9","2019-02-24 14:35","17.5","19.1","2019-02-24 13:08","15.6","2019-02-24 00:01","...","X","99","2019-02-24 00:01","1.5","226","5.2","16","2019-02-24 13:16","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1015.6","...","1017.6","2019-02-25 21:39","1013.7","2019-02-25 03:26","18.8","20.4","2019-02-25 11:58","17.9","2019-02-25 01:36","...","X","99","2019-02-25 00:01","1.5","2","5.5","56","2019-02-25 00:44","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1016.8","...","1016.7","2019-02-26 20:18","1015.7","2019-02-26 23:04","19.5","20.5","2019-02-26 18:00","18.7","2019-02-26 23:06","...","90","80","2019-02-26 18:00","2.5","43","5.4","201","2019-02-26 23:32","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1013.7","...","1016.5","2019-02-27 08:11","1011.2","2019-02-27 15:40","21.8","25.2","2019-02-27 11:56","17.2","2019-02-27 06:06","...","83","59","2019-02-27 10:30","2.7","134","8.6","122","2019-02-27 14:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1014.2","...","1017.1","2019-02-28 22:07","1011.8","2019-02-28 02:52","20.2","22.4","2019-02-28 00:19","18.5","2019-02-28 23:36","...","91","81","2019-02-28 07:17","2.7","16","8.7","21","2019-02-28 14:04","X","...","...","...","...","...","...","...","...","...","...","...","...","..."
