"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.9","...","1012.3","2019-05-01 22:27","1003.3","2019-05-01 03:01","23.4","26.2","2019-05-01 00:01","20.4","2019-05-01 23:36","...","85","72","2019-05-01 22:02","3.4","35","13.2","34","2019-05-01 11:04","17.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1013.0","...","1014.9","2019-05-02 21:41","1010.7","2019-05-02 02:44","20.6","24.4","2019-05-02 11:02","18.2","2019-05-02 23:01","...","85","59","2019-05-02 10:16","2.1","236","9.0","36","2019-05-02 12:26","21.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1014.4","...","1016.3","2019-05-03 21:12","1012.1","2019-05-03 03:31","20.5","22.9","2019-05-03 16:51","18.3","2019-05-03 01:11","...","82","58","2019-05-03 17:10","2.5","219","9.1","39","2019-05-03 14:31","4.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1013.8","...","1015.7","2019-05-04 09:15","1012.0","2019-05-04 16:25","21.0","23.0","2019-05-04 15:00","19.0","2019-05-04 03:47","...","83","67","2019-05-04 16:52","2.3","34","7.0","11","2019-05-04 10:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1011.0","...","1013.1","2019-05-05 00:01","1008.1","2019-05-05 16:08","22.8","26.1","2019-05-05 11:22","19.8","2019-05-05 05:21","...","78","57","2019-05-05 10:34","1.9","226","5.3","225","2019-05-05 02:01","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1010.2","...","1011.2","2019-05-06 08:33","1008.9","2019-05-06 16:26","20.5","22.1","2019-05-06 12:52","18.6","2019-05-06 21:52","...","93","82","2019-05-06 12:48","1.9","226","5.5","232","2019-05-06 23:55","15.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1010.7","...","1012.7","2019-05-07 22:09","1008.4","2019-05-07 02:29","20.6","22.0","2019-05-07 09:13","18.7","2019-05-07 01:51","...","84","70","2019-05-07 17:34","3.9","25","13.8","26","2019-05-07 09:46","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1008.4","...","1011.5","2019-05-08 00:01","1005.8","2019-05-08 15:38","22.0","25.0","2019-05-08 12:46","18.5","2019-05-08 04:32","...","83","68","2019-05-08 13:53","1.8","223","5.3","236","2019-05-08 03:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1007.4","...","1009.1","2019-05-09 21:36","1005.7","2019-05-09 16:02","22.7","25.0","2019-05-09 11:29","21.2","2019-05-09 00:51","...","90","80","2019-05-09 11:20","2.4","27","10.6","19","2019-05-09 16:23","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1009.1","...","1010.8","2019-05-10 21:31","1007.6","2019-05-10 01:48","22.6","23.7","2019-05-10 11:23","21.4","2019-05-10 01:46","...","91","82","2019-05-10 16:35","2.1","21","7.3","12","2019-05-10 14:26","7.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1010.1","...","1011.5","2019-05-11 21:41","1008.8","2019-05-11 14:48","24.4","27.0","2019-05-11 09:47","20.8","2019-05-11 05:41","...","87","69","2019-05-11 09:59","2.9","28","9.2","18","2019-05-11 14:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1009.9","...","1011.4","2019-05-12 07:47","1008.5","2019-05-12 15:51","25.6","27.8","2019-05-12 11:28","22.6","2019-05-12 05:26","...","87","73","2019-05-12 08:33","2.3","79","6.4","58","2019-05-12 09:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1008.4","...","1010.0","2019-05-13 00:01","1006.8","2019-05-13 15:48","26.3","28.7","2019-05-13 08:34","23.3","2019-05-13 05:42","...","85","69","2019-05-13 08:35","2.4","58","7.5","54","2019-05-13 13:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1007.6","...","1009.7","2019-05-14 21:54","1006.0","2019-05-14 02:47","26.4","29.6","2019-05-14 09:14","22.8","2019-05-14 05:11","...","85","61","2019-05-14 09:02","2.8","9","7.5","43","2019-05-14 14:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1008.0","...","1009.8","2019-05-15 08:32","1006.8","2019-05-15 16:20","26.0","28.8","2019-05-15 11:45","24.2","2019-05-15 05:22","...","89","72","2019-05-15 08:21","1.7","229","6.3","49","2019-05-15 11:16","26.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1004.9","...","1006.9","2019-05-16 00:01","1003.0","2019-05-16 17:36","26.4","29.7","2019-05-16 11:01","23.8","2019-05-16 04:56","...","89","68","2019-05-16 10:19","1.9","112","5.0","113","2019-05-16 11:08","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1003.5","...","1005.6","2019-05-17 07:16","1001.5","2019-05-17 16:52","25.5","27.5","2019-05-17 17:29","24.2","2019-05-17 23:46","...","93","81","2019-05-17 17:24","1.7","10","6.3","57","2019-05-17 14:00","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1004.0","...","1006.1","2019-05-18 22:58","1001.6","2019-05-18 03:07","24.3","25.2","2019-05-18 00:07","23.0","2019-05-18 23:37","...","96","89","2019-05-18 02:29","2.6","231","7.8","237","2019-05-18 18:36","26.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1005.4","...","1006.6","2019-05-19 22:15","1003.9","2019-05-19 16:21","26.2","29.9","2019-05-19 12:32","22.3","2019-05-19 05:01","...","86","67","2019-05-19 09:16","1.9","92","5.3","222","2019-05-19 06:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1006.1","...","1009.8","2019-05-20 22:09","1003.1","2019-05-20 05:39","24.8","29.0","2019-05-20 08:44","22.7","2019-05-20 21:41","...","87","70","2019-05-20 23:06","4.3","34","14.2","33","2019-05-20 20:59","11.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1010.1","...","1011.7","2019-05-21 07:21","1008.6","2019-05-21 16:13","22.4","25.0","2019-05-21 10:32","19.8","2019-05-21 22:52","...","71","49","2019-05-21 15:26","3.1","33","10.5","40","2019-05-21 12:48","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1009.2","...","1010.5","2019-05-22 21:50","1007.8","2019-05-22 15:26","23.1","25.9","2019-05-22 14:28","19.3","2019-05-22 04:21","...","75","51","2019-05-22 12:01","1.9","37","5.7","118","2019-05-22 14:06","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
