"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1003.6","...","1008.8","2019-10-01 21:33","995.2","2019-10-01 00:01","26.2","29.6","2019-10-01 09:36","23.7","2019-10-01 04:26","...","86","68","2019-10-01 12:37","1.6","232","8.2","144","2019-10-01 11:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1009.5","...","1011.8","2019-10-02 22:15","1007.3","2019-10-02 01:21","26.7","30.5","2019-10-02 10:05","22.9","2019-10-02 05:55","...","85","58","2019-10-02 10:17","2.0","123","6.9","120","2019-10-02 13:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1011.1","...","1012.4","2019-10-03 08:54","1010.1","2019-10-03 13:49","26.5","29.4","2019-10-03 09:19","23.4","2019-10-03 05:33","...","87","66","2019-10-03 10:16","1.8","223","5.7","39","2019-10-03 11:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1011.1","...","1012.4","2019-10-04 07:38","1009.6","2019-10-04 14:43","26.2","29.9","2019-10-04 10:04","23.2","2019-10-04 05:50","...","82","61","2019-10-04 10:02","1.9","217","6.3","104","2019-10-04 11:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1012.9","...","1015.3","2019-10-05 23:07","1010.9","2019-10-05 01:13","26.3","29.5","2019-10-05 11:01","23.0","2019-10-05 05:49","...","81","56","2019-10-05 10:53","1.9","65","5.7","80","2019-10-05 13:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1015.6","...","1017.7","2019-10-06 08:22","1014.0","2019-10-06 01:33","24.9","27.7","2019-10-06 11:38","22.3","2019-10-06 03:11","...","90","73","2019-10-06 11:49","0.8","221","6.9","17","2019-10-06 06:09","12.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1015.2","...","1016.9","2019-10-07 09:01","1013.2","2019-10-07 14:17","25.5","29.0","2019-10-07 13:28","21.7","2019-10-07 04:44","...","80","53","2019-10-07 13:40","2.1","222","5.8","223","2019-10-07 07:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1015.0","...","1017.0","2019-10-08 20:34","1013.3","2019-10-08 14:32","25.7","28.2","2019-10-08 10:05","23.0","2019-10-08 05:49","...","81","68","2019-10-08 19:13","3.4","54","10.1","25","2019-10-08 18:54","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1013.9","...","1016.0","2019-10-09 00:01","1011.8","2019-10-09 14:10","23.9","27.4","2019-10-09 12:08","21.6","2019-10-09 03:59","...","88","67","2019-10-09 12:06","1.9","225","9.1","39","2019-10-09 14:02","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1011.6","...","1013.7","2019-10-10 09:07","1009.9","2019-10-10 14:35","24.2","26.3","2019-10-10 11:13","22.4","2019-10-10 23:45","...","86","67","2019-10-10 10:36","1.7","44","9.0","50","2019-10-10 11:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
