"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1016.1","...","1018.3","2019-12-01 08:58","1014.0","2019-12-01 14:36","20.8","24.2","2019-12-01 11:21","18.2","2019-12-01 07:12","...","88","68","2019-12-01 11:16","2.4","224","7.6","123","2019-12-01 12:44","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1018.4","...","1021.7","2019-12-02 21:33","1015.4","2019-12-02 02:13","18.8","21.5","2019-12-02 01:59","17.1","2019-12-02 20:21","...","73","53","2019-12-02 23:15","7.2","33","19.3","47","2019-12-02 07:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1021.8","...","1023.5","2019-12-03 08:08","1020.0","2019-12-03 14:18","17.7","20.4","2019-12-03 14:21","15.2","2019-12-03 04:52","...","64","44","2019-12-03 11:07","2.2","16","12.0","56","2019-12-03 12:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1022.7","...","1024.5","2019-12-04 08:47","1020.2","2019-12-04 15:02","17.6","20.7","2019-12-04 11:10","15.1","2019-12-04 23:17","...","76","52","2019-12-04 10:29","2.7","211","12.4","42","2019-12-04 15:57","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1022.3","...","1024.2","2019-12-05 08:35","1020.0","2019-12-05 15:09","17.4","19.6","2019-12-05 12:35","15.6","2019-12-05 02:22","...","92","77","2019-12-05 10:34","1.7","8","9.8","23","2019-12-05 13:10","5.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1020.2","...","1022.1","2019-12-06 09:36","1017.6","2019-12-06 13:43","17.8","20.1","2019-12-06 11:58","15.9","2019-12-06 00:41","...","87","71","2019-12-06 12:46","3.9","23","19.9","31","2019-12-06 21:02","9.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1020.6","...","1023.3","2019-12-07 22:15","1018.4","2019-12-07 14:10","17.7","20.2","2019-12-07 11:42","15.6","2019-12-07 04:52","...","67","49","2019-12-07 18:22","5.9","39","19.1","45","2019-12-07 15:09","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
