"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1020.8","...","1022.4","2019-04-01 08:42","1019.4","2019-04-01 02:46","18.5","20.2","2019-04-01 11:09","17.1","2019-04-01 21:56","...","81","70","2019-04-01 11:01","2.8","3","10.6","12","2019-04-01 16:34","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1017.8","...","1021.0","2019-04-02 00:01","1015.0","2019-04-02 15:41","19.8","22.4","2019-04-02 13:22","16.7","2019-04-02 02:56","...","84","68","2019-04-02 14:21","1.7","222","5.3","95","2019-04-02 13:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1015.4","...","1017.1","2019-04-03 21:47","1013.6","2019-04-03 14:58","21.4","25.6","2019-04-03 14:18","17.4","2019-04-03 05:46","...","85","61","2019-04-03 10:12","3.1","228","9.7","74","2019-04-03 15:23","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1013.4","...","1016.7","2019-04-04 00:01","1010.9","2019-04-04 16:47","23.0","25.7","2019-04-04 10:24","19.5","2019-04-04 06:32","...","86","68","2019-04-04 09:54","2.4","128","8.6","130","2019-04-04 15:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1011.3","...","1013.9","2019-04-05 21:04","1009.7","2019-04-05 15:21","22.2","25.9","2019-04-05 08:43","20.2","2019-04-05 23:06","...","91","77","2019-04-05 08:45","2.7","2","9.2","24","2019-04-05 17:19","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1011.4","...","1013.3","2019-04-06 00:01","1009.4","2019-04-06 14:42","22.8","25.2","2019-04-06 11:02","20.0","2019-04-06 03:01","...","85","71","2019-04-06 10:20","2.1","139","8.3","129","2019-04-06 11:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1010.3","...","1011.8","2019-04-07 21:57","1008.7","2019-04-07 15:07","23.7","26.8","2019-04-07 11:12","19.5","2019-04-07 05:31","...","82","63","2019-04-07 09:18","2.6","45","7.5","64","2019-04-07 12:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1011.2","...","1012.5","2019-04-08 09:29","1010.1","2019-04-08 15:39","24.4","28.3","2019-04-08 10:01","23.3","2019-04-08 23:46","...","83","55","2019-04-08 10:27","2.4","73","6.0","76","2019-04-08 12:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1008.9","...","1011.9","2019-04-09 00:01","1006.0","2019-04-09 15:33","25.2","29.3","2019-04-09 11:45","20.9","2019-04-09 05:41","...","81","58","2019-04-09 09:24","3.3","151","14.2","164","2019-04-09 13:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1008.6","...","1012.1","2019-04-10 21:59","1006.7","2019-04-10 02:48","24.3","28.9","2019-04-10 10:05","21.2","2019-04-10 23:51","...","85","65","2019-04-10 09:54","3.5","32","11.6","24","2019-04-10 14:47","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1009.4","...","1012.5","2019-04-11 22:02","1006.0","2019-04-11 15:41","23.0","25.7","2019-04-11 13:09","20.7","2019-04-11 04:41","...","85","73","2019-04-11 13:10","2.8","30","14.3","13","2019-04-11 19:39","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1014.9","...","1017.3","2019-04-12 22:40","1011.6","2019-04-12 02:42","20.7","22.3","2019-04-12 00:01","18.7","2019-04-12 23:57","...","80","69","2019-04-12 12:11","4.0","31","13.9","51","2019-04-12 02:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1014.0","...","1016.8","2019-04-13 00:06","1011.8","2019-04-13 14:53","22.4","26.2","2019-04-13 11:03","18.5","2019-04-13 03:36","...","82","62","2019-04-13 11:03","2.4","226","8.7","131","2019-04-13 13:40","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1012.6","...","1014.2","2019-04-14 22:32","1010.9","2019-04-14 15:29","23.5","26.3","2019-04-14 11:54","21.0","2019-04-14 00:56","...","83","71","2019-04-14 21:56","3.5","206","12.2","24","2019-04-14 21:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1015.1","...","1016.6","2019-04-15 09:36","1012.9","2019-04-15 02:42","21.0","23.1","2019-04-15 00:04","18.9","2019-04-15 23:52","...","76","62","2019-04-15 03:41","3.9","29","13.6","23","2019-04-15 03:35","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1010.2","...","1014.7","2019-04-16 00:01","1007.5","2019-04-16 14:25","20.9","24.0","2019-04-16 11:48","18.4","2019-04-16 01:06","...","88","69","2019-04-16 11:45","2.2","216","6.1","216","2019-04-16 05:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1010.7","...","1013.1","2019-04-17 21:27","1007.9","2019-04-17 02:32","21.2","22.5","2019-04-17 07:51","20.2","2019-04-17 23:42","...","88","75","2019-04-17 13:11","2.0","209","6.7","61","2019-04-17 07:21","5.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1010.7","...","1012.4","2019-04-18 08:37","1009.3","2019-04-18 15:47","22.9","26.7","2019-04-18 12:22","18.2","2019-04-18 05:56","...","83","62","2019-04-18 09:56","2.6","210","5.6","121","2019-04-18 16:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1008.5","...","1011.2","2019-04-19 08:17","1005.8","2019-04-19 18:49","23.3","26.4","2019-04-19 13:40","21.1","2019-04-19 06:06","...","89","72","2019-04-19 13:42","1.9","218","5.9","53","2019-04-19 11:46","9.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1007.3","...","1008.7","2019-04-20 09:05","1005.8","2019-04-20 04:01","24.2","26.6","2019-04-20 10:43","21.8","2019-04-20 03:32","...","87","75","2019-04-20 10:25","1.8","236","4.8","48","2019-04-20 11:20","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1007.2","...","1008.5","2019-04-21 21:12","1005.7","2019-04-21 14:56","25.0","27.4","2019-04-21 12:33","22.3","2019-04-21 05:36","...","87","77","2019-04-21 10:02","1.8","214","5.6","21","2019-04-21 14:06","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1007.8","...","1009.8","2019-04-22 22:05","1006.0","2019-04-22 15:34","26.1","29.0","2019-04-22 11:58","22.8","2019-04-22 05:41","...","85","69","2019-04-22 11:59","2.2","73","5.8","81","2019-04-22 14:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1007.9","...","1009.4","2019-04-23 07:55","1006.4","2019-04-23 02:49","26.9","30.1","2019-04-23 12:54","23.4","2019-04-23 05:21","...","81","63","2019-04-23 12:56","2.5","212","7.9","144","2019-04-23 15:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1007.2","...","1008.8","2019-04-24 10:02","1005.2","2019-04-24 15:50","26.6","29.6","2019-04-24 11:24","23.1","2019-04-24 05:02","...","84","71","2019-04-24 09:09","2.9","121","9.5","150","2019-04-24 17:29","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1006.3","...","1009.6","2019-04-25 22:21","1004.1","2019-04-25 14:44","26.5","29.7","2019-04-25 09:53","22.5","2019-04-25 05:52","...","80","62","2019-04-25 09:43","3.3","238","8.6","40","2019-04-25 18:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1010.2","...","1013.5","2019-04-26 21:42","1007.3","2019-04-26 02:52","25.9","27.7","2019-04-26 12:30","23.9","2019-04-26 23:06","...","78","67","2019-04-26 02:35","2.5","42","9.1","60","2019-04-26 13:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1012.9","...","1014.9","2019-04-27 09:38","1010.7","2019-04-27 00:01","24.0","26.3","2019-04-27 08:49","22.6","2019-04-27 10:06","...","92","78","2019-04-27 08:53","2.7","5","9.9","13","2019-04-27 13:15","33.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1011.7","...","1013.3","2019-04-28 00:01","1010.1","2019-04-28 13:55","25.2","28.3","2019-04-28 13:05","21.8","2019-04-28 05:41","...","84","66","2019-04-28 13:18","2.1","210","6.8","115","2019-04-28 13:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1009.3","...","1011.7","2019-04-29 07:41","1007.2","2019-04-29 16:56","25.9","28.3","2019-04-29 09:28","22.7","2019-04-29 06:16","...","85","67","2019-04-29 09:03","2.8","143","10.2","134","2019-04-29 12:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1005.0","...","1008.3","2019-04-30 00:01","1002.0","2019-04-30 15:58","26.9","30.5","2019-04-30 13:58","22.9","2019-04-30 05:16","...","81","60","2019-04-30 14:35","2.8","212","10.5","146","2019-04-30 11:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
