"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1019.4","...","1021.6","2018-02-01 22:50","1016.5","2018-02-01 00:39","14.8","16.5","2018-02-01 00:47","13.6","2018-02-01 22:01","...","81","66","2018-02-01 14:28","6.0","22","19.6","39","2018-02-01 00:39","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1020.7","...","1022.6","2018-02-02 22:05","1018.4","2018-02-02 13:53","15.8","18.7","2018-02-02 11:22","13.5","2018-02-02 05:11","...","79","61","2018-02-02 22:15","7.4","38","19.0","44","2018-02-02 18:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1022.7","...","1024.4","2018-02-03 09:02","1020.9","2018-02-03 15:45","13.9","16.4","2018-02-03 00:22","11.5","2018-02-03 20:32","...","73","60","2018-02-03 08:31","4.9","288","15.6","69","2018-02-03 02:59","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1023.0","...","1024.5","2018-02-04 21:36","1020.6","2018-02-04 14:51","12.7","14.7","2018-02-04 12:56","11.0","2018-02-04 23:31","...","75","58","2018-02-04 13:24","4.5","241","13.5","45","2018-02-04 16:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1023.3","...","1025.1","2018-02-05 09:27","1021.2","2018-02-05 15:32","10.6","11.5","2018-02-05 00:36","9.7","2018-02-05 20:45","...","91","76","2018-02-05 16:52","3.7","225","7.0","215","2018-02-05 19:47","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1022.8","...","1024.8","2018-02-06 09:20","1020.8","2018-02-06 15:07","11.6","13.4","2018-02-06 15:34","9.7","2018-02-06 00:02","...","77","59","2018-02-06 14:20","4.6","230","12.5","23","2018-02-06 13:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1020.0","...","1022.3","2018-02-07 00:02","1017.8","2018-02-07 15:33","12.2","14.8","2018-02-07 13:54","10.9","2018-02-07 07:42","...","87","68","2018-02-07 13:35","4.2","231","8.9","357","2018-02-07 14:56","9.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1019.0","...","1021.1","2018-02-08 09:24","1017.0","2018-02-08 15:21","13.2","15.6","2018-02-08 12:49","11.6","2018-02-08 04:21","...","94","74","2018-02-08 12:44","3.7","230","7.9","4","2018-02-08 13:12","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1015.9","...","1018.3","2018-02-09 00:12","1013.3","2018-02-09 14:19","16.7","20.0","2018-02-09 12:23","12.7","2018-02-09 04:11","...","86","65","2018-02-09 12:16","3.9","219","7.3","234","2018-02-09 01:29","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1015.3","...","1018.8","2018-02-10 23:57","1012.7","2018-02-10 14:17","18.8","22.7","2018-02-10 12:34","15.4","2018-02-10 05:01","...","87","65","2018-02-10 09:54","5.8","58","14.3","38","2018-02-10 18:10","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1021.3","...","1025.3","2018-02-11 23:49","1018.1","2018-02-11 03:50","16.1","17.7","2018-02-11 00:03","14.4","2018-02-11 21:41","...","72","62","2018-02-11 11:13","7.2","29","17.2","24","2018-02-11 02:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1025.6","...","1027.9","2018-02-12 09:41","1023.5","2018-02-12 15:18","14.1","15.3","2018-02-12 00:01","11.9","2018-02-12 23:43","...","75","61","2018-02-12 04:59","5.0","26","13.6","49","2018-02-12 00:11","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1024.4","...","1027.3","2018-02-13 08:52","1021.2","2018-02-13 15:13","14.3","17.4","2018-02-13 12:05","11.2","2018-02-13 02:11","...","78","54","2018-02-13 11:57","3.8","122","7.0","115","2018-02-13 14:48","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1019.0","...","1022.6","2018-02-14 08:12","1015.6","2018-02-14 14:48","17.2","21.4","2018-02-14 11:57","13.4","2018-02-14 02:11","...","77","46","2018-02-14 11:58","4.6","221","11.7","136","2018-02-14 13:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1015.7","...","1018.5","2018-02-15 08:50","1013.2","2018-02-15 14:54","19.3","23.5","2018-02-15 11:23","15.5","2018-02-15 06:41","...","81","53","2018-02-15 11:24","4.7","125","9.6","123","2018-02-15 13:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1013.0","...","1014.8","2018-02-16 23:41","1010.7","2018-02-16 14:15","19.8","24.2","2018-02-16 12:15","15.9","2018-02-16 04:43","...","89","57","2018-02-16 12:16","5.2","210","11.0","30","2018-02-16 23:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1017.9","...","1020.0","2018-02-17 09:51","1014.7","2018-02-17 00:01","17.9","21.0","2018-02-17 00:02","16.1","2018-02-17 23:01","...","88","77","2018-02-17 09:17","7.0","34","18.2","37","2018-02-17 03:06","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1017.0","...","1019.2","2018-02-18 08:54","1014.9","2018-02-18 15:03","19.0","22.9","2018-02-18 10:21","15.0","2018-02-18 06:12","...","82","56","2018-02-18 11:44","4.4","113","8.0","124","2018-02-18 14:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1015.2","...","1017.5","2018-02-19 08:54","1013.0","2018-02-19 14:54","19.9","24.3","2018-02-19 11:56","14.7","2018-02-19 05:51","...","84","56","2018-02-19 10:57","4.5","109","9.0","218","2018-02-19 06:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1013.4","...","1015.6","2018-02-20 08:19","1011.7","2018-02-20 23:37","20.7","23.5","2018-02-20 12:00","17.1","2018-02-20 07:01","...","89","70","2018-02-20 09:29","4.2","34","9.0","69","2018-02-20 12:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1013.8","...","1016.3","2018-02-21 21:03","1011.2","2018-02-21 02:22","19.8","21.1","2018-02-21 00:01","18.0","2018-02-21 23:12","...","85","77","2018-02-21 11:05","6.1","24","16.6","39","2018-02-21 14:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1016.7","...","1019.1","2018-02-22 21:56","1014.5","2018-02-22 13:35","17.6","19.5","2018-02-22 13:15","16.1","2018-02-22 22:51","...","88","69","2018-02-22 13:14","4.1","3","11.0","19","2018-02-22 19:29","10.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
