"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1001.5","...","1003.6","2018-07-01 00:01","1000.4","2018-07-01 16:44","27.3","30.3","2018-07-01 09:05","25.0","2018-07-01 23:41","...","85","68","2018-07-01 08:37","5.2","124","11.6","139","2018-07-01 10:58","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1000.3","...","1001.4","2018-07-02 00:24","998.8","2018-07-02 16:38","26.0","30.1","2018-07-02 10:55","23.7","2018-07-02 23:43","...","90","63","2018-07-02 10:42","5.4","183","9.7","249","2018-07-02 17:00","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","999.4","...","1000.3","2018-07-03 10:40","998.6","2018-07-03 17:21","26.7","29.9","2018-07-03 09:06","22.9","2018-07-03 02:51","...","84","65","2018-07-03 08:51","5.1","107","10.1","218","2018-07-03 06:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","999.0","...","1000.4","2018-07-04 21:48","997.9","2018-07-04 15:16","27.7","31.2","2018-07-04 09:20","24.4","2018-07-04 05:43","...","80","60","2018-07-04 11:26","5.1","206","8.7","39","2018-07-04 12:29","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","999.5","...","1001.3","2018-07-05 22:09","997.2","2018-07-05 03:39","27.2","29.4","2018-07-05 15:13","24.5","2018-07-05 05:51","...","82","68","2018-07-05 10:41","4.5","189","8.1","206","2018-07-05 03:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1001.1","...","1002.9","2018-07-06 22:25","999.7","2018-07-06 03:05","27.6","30.9","2018-07-06 12:15","24.4","2018-07-06 05:01","...","81","64","2018-07-06 08:43","5.1","70","9.3","121","2018-07-06 14:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1003.3","...","1005.8","2018-07-07 21:40","1001.7","2018-07-07 00:43","27.6","30.5","2018-07-07 11:26","25.4","2018-07-07 23:51","...","84","69","2018-07-07 13:26","5.7","213","15.9","142","2018-07-07 12:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1005.6","...","1007.7","2018-07-08 21:33","1003.7","2018-07-08 02:58","27.2","30.0","2018-07-08 10:32","24.0","2018-07-08 05:41","...","82","64","2018-07-08 15:17","6.3","137","13.7","144","2018-07-08 11:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1006.5","...","1008.4","2018-07-09 07:31","1004.8","2018-07-09 16:44","27.3","30.1","2018-07-09 13:31","23.8","2018-07-09 05:12","...","83","69","2018-07-09 08:26","5.7","115","10.7","102","2018-07-09 13:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","998.3","...","1006.6","2018-07-10 00:01","991.2","2018-07-10 23:55","28.3","33.4","2018-07-10 13:04","22.7","2018-07-10 05:32","...","72","44","2018-07-10 09:16","6.4","4","17.2","134","2018-07-10 17:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
