"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1012.7","...","1014.8","2018-03-01 09:08","1011.1","2018-03-01 15:01","20.1","23.1","2018-03-01 10:53","17.5","2018-03-01 06:01","...","94","70","2018-03-01 10:51","4.3","218","8.5","114","2018-03-01 13:03","8.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1010.8","...","1013.9","2018-03-02 00:01","1008.7","2018-03-02 14:59","22.1","25.0","2018-03-02 12:36","19.0","2018-03-02 04:41","...","90","73","2018-03-02 10:26","3.8","61","7.9","52","2018-03-02 13:12","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1009.3","...","1011.3","2018-03-03 21:28","1007.5","2018-03-03 14:26","22.7","25.9","2018-03-03 10:16","19.0","2018-03-03 06:43","...","92","70","2018-03-03 10:02","4.8","27","8.8","55","2018-03-03 12:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1010.5","...","1012.0","2018-03-04 08:38","1008.7","2018-03-04 14:39","24.1","27.7","2018-03-04 11:03","21.4","2018-03-04 06:13","...","90","67","2018-03-04 10:59","4.6","139","13.0","132","2018-03-04 15:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1011.3","...","1017.4","2018-03-05 23:54","1008.8","2018-03-05 13:41","23.3","28.1","2018-03-05 10:07","18.9","2018-03-05 22:11","...","89","64","2018-03-05 09:43","6.4","33","20.5","36","2018-03-05 19:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1018.3","...","1020.1","2018-03-06 10:05","1016.5","2018-03-06 02:10","19.5","20.3","2018-03-06 14:13","18.5","2018-03-06 23:11","...","77","70","2018-03-06 13:44","6.4","25","14.3","18","2018-03-06 02:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1015.3","...","1018.9","2018-03-07 00:01","1012.2","2018-03-07 16:22","20.5","23.0","2018-03-07 12:25","17.6","2018-03-07 02:52","...","82","63","2018-03-07 11:28","3.6","243","7.9","64","2018-03-07 11:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1015.6","...","1019.9","2018-03-08 23:25","1012.0","2018-03-08 04:01","17.5","20.7","2018-03-08 00:01","14.4","2018-03-08 23:51","...","79","66","2018-03-08 23:59","8.3","37","17.8","40","2018-03-08 14:47","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1020.9","...","1022.9","2018-03-09 21:13","1018.8","2018-03-09 00:21","14.5","15.9","2018-03-09 09:10","13.0","2018-03-09 05:01","...","68","49","2018-03-09 16:58","5.7","39","17.1","27","2018-03-09 01:00","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1021.7","...","1023.2","2018-03-10 08:57","1020.2","2018-03-10 14:11","15.6","19.5","2018-03-10 11:31","10.6","2018-03-10 06:22","...","68","49","2018-03-10 10:48","5.0","218","10.6","77","2018-03-10 13:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1021.4","...","1023.7","2018-03-11 09:16","1019.9","2018-03-11 15:45","17.5","21.4","2018-03-11 12:16","12.6","2018-03-11 06:42","...","66","46","2018-03-11 11:41","4.7","211","8.6","118","2018-03-11 12:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1018.4","...","1020.7","2018-03-12 00:01","1016.3","2018-03-12 15:23","18.4","22.9","2018-03-12 13:54","12.5","2018-03-12 06:11","...","69","46","2018-03-12 13:48","5.1","221","9.1","119","2018-03-12 12:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1016.4","...","1018.3","2018-03-13 08:28","1014.4","2018-03-13 14:54","20.4","23.9","2018-03-13 12:27","15.2","2018-03-13 06:13","...","71","52","2018-03-13 14:14","5.1","126","12.1","123","2018-03-13 12:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1015.5","...","1016.9","2018-03-14 07:34","1014.1","2018-03-14 14:23","20.7","23.9","2018-03-14 10:55","17.0","2018-03-14 05:21","...","82","59","2018-03-14 10:01","4.5","104","12.2","157","2018-03-14 12:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1013.3","...","1015.8","2018-03-15 00:01","1011.1","2018-03-15 18:26","21.0","23.8","2018-03-15 12:01","19.2","2018-03-15 06:21","...","92","74","2018-03-15 12:11","3.9","213","9.3","141","2018-03-15 13:30","12.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
