"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1013.4","...","1014.8","2018-04-01 00:01","1011.8","2018-04-01 15:59","20.9","24.8","2018-04-01 12:56","16.7","2018-04-01 04:51","...","75","56","2018-04-01 09:59","4.4","103","8.4","104","2018-04-01 11:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1012.9","...","1014.2","2018-04-02 08:15","1011.3","2018-04-02 15:54","21.4","24.8","2018-04-02 11:14","17.1","2018-04-02 06:21","...","76","57","2018-04-02 10:19","5.1","124","10.7","125","2018-04-02 10:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1013.5","...","1015.3","2018-04-03 09:00","1012.2","2018-04-03 16:06","21.9","24.9","2018-04-03 11:59","18.4","2018-04-03 03:11","...","81","67","2018-04-03 11:39","4.6","142","9.8","123","2018-04-03 12:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1012.3","...","1013.9","2018-04-04 08:09","1010.7","2018-04-04 16:12","22.6","25.9","2018-04-04 11:13","18.7","2018-04-04 06:32","...","81","65","2018-04-04 09:37","4.9","137","12.0","136","2018-04-04 13:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1011.0","...","1013.1","2018-04-05 07:42","1009.2","2018-04-05 15:59","23.2","26.3","2018-04-05 10:44","20.2","2018-04-05 05:51","...","83","62","2018-04-05 12:26","5.1","152","13.1","136","2018-04-05 12:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1013.8","...","1020.8","2018-04-06 23:23","1008.8","2018-04-06 03:33","20.6","26.6","2018-04-06 12:13","16.7","2018-04-06 21:52","...","83","59","2018-04-06 23:57","8.5","30","22.7","41","2018-04-06 20:55","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1021.8","...","1023.8","2018-04-07 09:10","1019.6","2018-04-07 00:30","16.5","17.9","2018-04-07 14:28","14.6","2018-04-07 06:51","...","69","53","2018-04-07 00:53","5.4","230","20.3","43","2018-04-07 00:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1020.6","...","1022.7","2018-04-08 00:03","1018.6","2018-04-08 17:03","17.3","20.3","2018-04-08 12:07","14.7","2018-04-08 05:31","...","70","54","2018-04-08 11:41","4.4","222","8.3","66","2018-04-08 11:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1017.9","...","1020.1","2018-04-09 08:41","1016.0","2018-04-09 16:08","19.1","23.7","2018-04-09 11:44","12.8","2018-04-09 06:02","...","72","53","2018-04-09 09:45","5.5","225","11.6","131","2018-04-09 13:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1014.5","...","1017.0","2018-04-10 08:08","1012.4","2018-04-10 15:43","20.9","24.4","2018-04-10 14:27","15.3","2018-04-10 05:52","...","75","58","2018-04-10 09:36","5.3","126","12.5","143","2018-04-10 13:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
