"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"11","1013.0","...","1015.3","2018-05-11 08:08","1011.1","2018-05-11 17:13","22.8","26.0","2018-05-11 11:25","19.8","2018-05-11 02:51","...","82","63","2018-05-11 11:25","4.4","213","7.7","218","2018-05-11 06:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1010.3","...","1011.8","2018-05-12 00:01","1008.9","2018-05-12 15:56","23.8","27.4","2018-05-12 14:06","19.4","2018-05-12 04:11","...","84","69","2018-05-12 09:15","5.5","134","12.3","126","2018-05-12 11:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1009.2","...","1011.1","2018-05-13 21:51","1008.1","2018-05-13 16:13","25.4","28.4","2018-05-13 13:10","21.1","2018-05-13 05:31","...","84","69","2018-05-13 11:28","5.4","131","12.6","147","2018-05-13 11:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1009.1","...","1011.1","2018-05-14 09:21","1007.4","2018-05-14 16:33","26.1","29.0","2018-05-14 10:47","22.5","2018-05-14 04:13","...","88","69","2018-05-14 08:37","5.2","106","11.8","120","2018-05-14 12:13","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1008.5","...","1009.8","2018-05-15 08:40","1007.1","2018-05-15 02:43","26.9","29.8","2018-05-15 09:51","24.0","2018-05-15 05:41","...","86","66","2018-05-15 12:41","5.9","143","15.4","135","2018-05-15 12:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1007.5","...","1008.7","2018-05-16 00:01","1005.9","2018-05-16 16:27","27.2","30.4","2018-05-16 10:39","24.0","2018-05-16 05:11","...","89","72","2018-05-16 08:39","6.2","146","16.1","152","2018-05-16 13:39","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1006.5","...","1007.6","2018-05-17 08:49","1005.3","2018-05-17 15:34","27.4","30.3","2018-05-17 11:15","25.1","2018-05-17 05:01","...","89","72","2018-05-17 10:51","6.0","141","14.9","144","2018-05-17 12:04","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1005.8","...","1007.3","2018-05-18 22:39","1004.4","2018-05-18 14:28","27.5","30.4","2018-05-18 12:58","24.4","2018-05-18 05:12","...","86","70","2018-05-18 13:41","5.7","140","13.8","146","2018-05-18 12:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1006.6","...","1008.2","2018-05-19 22:43","1005.1","2018-05-19 15:06","27.3","30.1","2018-05-19 09:29","24.1","2018-05-19 05:11","...","82","62","2018-05-19 09:41","5.7","136","14.0","133","2018-05-19 12:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1007.3","...","1009.3","2018-05-20 22:59","1005.6","2018-05-20 02:57","27.0","30.1","2018-05-20 12:06","23.7","2018-05-20 04:51","...","82","65","2018-05-20 13:24","5.3","137","13.0","150","2018-05-20 13:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1008.5","...","1010.2","2018-05-21 21:54","1006.7","2018-05-21 05:38","26.3","29.9","2018-05-21 10:31","23.4","2018-05-21 05:43","...","84","65","2018-05-21 15:16","4.9","43","8.8","115","2018-05-21 11:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1008.5","...","1009.9","2018-05-22 07:08","1006.8","2018-05-22 16:53","26.5","29.9","2018-05-22 09:08","22.9","2018-05-22 05:41","...","86","64","2018-05-22 09:08","4.9","56","10.4","119","2018-05-22 10:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1008.7","...","1010.7","2018-05-23 22:04","1006.5","2018-05-23 02:54","26.0","30.4","2018-05-23 08:51","23.6","2018-05-23 05:21","...","86","63","2018-05-23 08:49","6.2","40","12.8","37","2018-05-23 14:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1008.9","...","1010.8","2018-05-24 08:47","1007.6","2018-05-24 16:02","25.5","27.8","2018-05-24 10:38","23.4","2018-05-24 01:41","...","90","74","2018-05-24 10:38","4.5","45","8.2","71","2018-05-24 10:23","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1006.0","...","1008.5","2018-05-25 00:01","1003.6","2018-05-25 16:57","27.3","30.3","2018-05-25 14:05","24.1","2018-05-25 05:22","...","87","69","2018-05-25 13:46","6.2","143","16.2","146","2018-05-25 13:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1005.2","...","1007.4","2018-05-26 22:19","1003.3","2018-05-26 04:06","27.3","30.2","2018-05-26 11:10","24.1","2018-05-26 05:01","...","84","70","2018-05-26 11:10","5.2","59","9.8","69","2018-05-26 15:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1006.9","...","1008.2","2018-05-27 08:24","1005.0","2018-05-27 16:18","26.9","30.4","2018-05-27 08:48","22.7","2018-05-27 05:22","...","85","53","2018-05-27 08:44","5.4","97","9.3","102","2018-05-27 14:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1007.5","...","1009.5","2018-05-28 22:15","1005.8","2018-05-28 03:04","27.6","30.7","2018-05-28 10:06","23.8","2018-05-28 05:13","...","81","62","2018-05-28 10:20","5.3","101","10.3","127","2018-05-28 12:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1008.6","...","1010.4","2018-05-29 22:35","1006.9","2018-05-29 16:08","28.1","30.7","2018-05-29 09:39","25.1","2018-05-29 05:11","...","79","63","2018-05-29 13:23","5.9","128","13.5","136","2018-05-29 11:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1008.7","...","1010.3","2018-05-30 08:17","1006.4","2018-05-30 17:05","28.1","31.7","2018-05-30 10:42","24.7","2018-05-30 05:21","...","80","65","2018-05-30 10:38","6.4","143","16.0","162","2018-05-30 13:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1008.0","...","1009.6","2018-05-31 00:01","1006.3","2018-05-31 16:45","27.9","31.6","2018-05-31 11:26","24.8","2018-05-31 04:51","...","80","61","2018-05-31 11:25","6.0","133","15.2","146","2018-05-31 11:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
