"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1008.8","...","1011.0","2018-09-01 00:01","1007.2","2018-09-01 15:35","25.9","29.9","2018-09-01 10:25","23.3","2018-09-01 03:31","...","91","72","2018-09-01 10:25","2.6","114","6.9","122","2018-09-01 13:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1005.6","...","1008.0","2018-09-02 00:04","1003.8","2018-09-02 15:48","26.5","29.2","2018-09-02 14:33","23.4","2018-09-02 04:31","...","86","68","2018-09-02 14:22","2.7","205","8.0","142","2018-09-02 11:50","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1003.3","...","1005.3","2018-09-03 08:14","1001.6","2018-09-03 16:41","26.3","29.4","2018-09-03 09:21","22.8","2018-09-03 05:51","...","86","65","2018-09-03 08:59","2.9","137","8.4","135","2018-09-03 13:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1002.2","...","1004.2","2018-09-04 21:05","1000.7","2018-09-04 02:08","26.9","29.8","2018-09-04 16:27","23.5","2018-09-04 05:41","...","86","66","2018-09-04 16:26","2.3","211","6.0","108","2018-09-04 12:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1003.9","...","1005.9","2018-09-05 21:21","1002.5","2018-09-05 03:10","27.4","30.2","2018-09-05 09:02","23.9","2018-09-05 05:41","...","89","68","2018-09-05 08:54","2.6","221","6.6","56","2018-09-05 15:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1004.2","...","1005.7","2018-09-06 21:57","1002.3","2018-09-06 04:29","27.5","30.2","2018-09-06 08:23","25.0","2018-09-06 06:41","...","89","74","2018-09-06 11:00","2.4","123","8.1","127","2018-09-06 11:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1004.5","...","1006.3","2018-09-07 21:49","1002.8","2018-09-07 14:31","27.1","29.5","2018-09-07 10:16","24.3","2018-09-07 05:31","...","89","74","2018-09-07 08:39","3.0","137","10.2","117","2018-09-07 12:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1006.0","...","1007.7","2018-09-08 22:46","1004.0","2018-09-08 14:09","27.0","29.7","2018-09-08 12:11","24.2","2018-09-08 05:41","...","87","68","2018-09-08 12:06","2.7","129","9.9","138","2018-09-08 11:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1007.7","...","1010.4","2018-09-09 22:11","1005.6","2018-09-09 03:10","25.6","29.5","2018-09-09 10:55","23.6","2018-09-09 05:31","...","92","69","2018-09-09 09:26","4.8","22","15.9","17","2018-09-09 19:00","19.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1009.2","...","1010.8","2018-09-10 09:12","1007.6","2018-09-10 15:24","24.5","27.2","2018-09-10 16:44","23.3","2018-09-10 23:02","...","97","80","2018-09-10 06:43","2.1","225","12.0","10","2018-09-10 06:46","25.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
