"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1017.3","1019.6","1019.7","2014-01-01 09:29","1015.5","2014-01-01 15:13","18.5","21.9","2014-01-01 12:34","16.3","2014-01-01 05:42","13.0","70","57","2014-01-01 12:12","2.0","250","5.0","240","2014-01-01 06:54","0.0","0.0","0.0","...","0.0","...","1.1","10.3","9.24","11.0","2.7","4","2014-01-01 12:00","9.1"
"02","1015.0","1017.3","1017.5","2014-01-02 08:42","1012.7","2014-01-02 16:24","20.2","24.8","2014-01-02 13:18","17.2","2014-01-02 06:15","13.8","67","49","2014-01-02 11:32","3.4","240","8.8","220","2014-01-02 03:40","0.0","0.0","0.0","...","0.0","...","5.2","48.8","14.98","13.0","2.6","5","2014-01-02 12:00","6.5"
"03","1012.0","1014.2","1013.6","2014-01-03 00:04","1009.6","2014-01-03 14:49","21.6","25.7","2014-01-03 14:16","17.4","2014-01-03 06:35","15.3","68","54","2014-01-03 13:50","3.3","70","12.0","50","2014-01-03 22:39","0.0","0.0","0.0","...","0.0","...","6.3","59.1","22.63","13.4","2.3","5","2014-01-03 12:00","7.1"
"04","1014.8","1017.1","1016.8","2014-01-04 22:27","1012.9","2014-01-04 02:04","19.4","21.5","2014-01-04 00:01","16.9","2014-01-04 23:03","10.6","57","50","2014-01-04 11:38","4.4","40","12.9","60","2014-01-04 03:21","0.0","0.0","0.0","...","0.0","...","0.0","0.0","2.40","9.0","2.5","1","2014-01-04 12:00","10.0"
"05","1018.0","1020.3","1020.0","2014-01-05 08:55","1016.1","2014-01-05 02:34","17.7","18.8","2014-01-05 11:07","16.3","2014-01-05 23:55","8.3","54","46","2014-01-05 01:58","3.7","40","9.9","30","2014-01-05 09:11","T","1.8","T","2014-01-05 18:30","T","2014-01-05 18:30","0.1","0.9","7.75","8.5","-2.0","1","2014-01-05 12:00","9.9"
"06","1018.2","1020.5","1020.4","2014-01-06 09:06","1016.2","2014-01-06 14:07","17.4","20.7","2014-01-06 11:53","14.7","2014-01-06 07:01","11.2","67","55","2014-01-06 11:46","2.2","240","6.1","220","2014-01-06 09:26","0.0","0.0","0.0","...","0.0","...","0.8","7.5","6.49","10.0","1.9","3","2014-01-06 12:00","9.9"
"07","1016.2","1018.4","1018.3","2014-01-07 08:33","1013.9","2014-01-07 14:57","19.3","23.4","2014-01-07 12:47","15.2","2014-01-07 06:45","13.6","70","57","2014-01-07 10:44","3.2","240","8.6","160","2014-01-07 13:05","0.0","0.0","0.0","...","0.0","...","7.3","68.3","23.25","12.5","3.1","5","2014-01-07 13:00","5.1"
"08","1015.2","1017.5","1018.2","2014-01-08 23:54","1012.6","2014-01-08 14:59","19.8","25.0","2014-01-08 12:56","15.8","2014-01-08 06:49","14.8","74","57","2014-01-08 10:37","4.6","240","16.6","10","2014-01-08 20:03","1.5","0.9","1.0","2014-01-08 21:21","1.5","2014-01-08 20:55","8.9","83.3","25.78","14.0","-2.5","5","2014-01-08 12:00","3.9"
"09","1021.3","1023.6","1024.5","2014-01-09 22:31","1018.1","2014-01-09 00:04","16.1","17.3","2014-01-09 00:10","14.3","2014-01-09 20:49","12.1","78","65","2014-01-09 17:14","4.0","40","14.4","50","2014-01-09 00:21","0.5","0.3","0.5","2014-01-09 20:06","0.5","2014-01-09 20:06","0.0","0.0","2.90","10.0","-1.0","1","2014-01-09 14:00","10.0"
"10","1023.7","1026.0","1025.7","2014-01-10 08:58","1021.3","2014-01-10 14:58","16.6","19.4","2014-01-10 12:13","14.5","2014-01-10 01:02","12.9","79","66","2014-01-10 10:15","2.8","340","9.5","50","2014-01-10 10:59","0.5","2.0","0.5","2014-01-10 05:31","0.5","2014-01-10 05:30","1.0","9.3","14.91","11.1","-2.0","4","2014-01-10 12:00","9.6"
"11","1022.5","1024.8","1024.7","2014-01-11 08:46","1020.7","2014-01-11 14:30","17.2","21.8","2014-01-11 11:37","14.6","2014-01-11 07:09","14.3","83","64","2014-01-11 10:58","2.4","240","7.1","150","2014-01-11 12:11","1.5","2.8","0.5","2014-01-11 07:01","1.0","2014-01-11 15:53","4.1","38.3","17.39","12.3","-0.6","5","2014-01-11 12:00","8.4"
"12","1020.1","1022.4","1022.0","2014-01-12 08:45","1018.2","2014-01-12 15:01","19.2","23.6","2014-01-12 13:04","15.0","2014-01-12 05:33","14.2","74","59","2014-01-12 13:04","3.7","240","14.2","40","2014-01-12 19:38","0.0","0.0","0.0","...","0.0","...","7.6","70.8","20.36","13.5","3.9","5","2014-01-12 13:00","5.3"
