time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-03T16:47:41.770Z,69.1451,-144.699,10.7,1.8,ml,,,,0.76,ak,ak0198gkoyii,2019-07-27T23:52:08.564Z,"117km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T16:47:12.833Z,66.2888,-157.2112,6.3,1,ml,,,,0.74,ak,ak0198gkow2s,2019-07-27T23:52:09.390Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T16:44:17.237Z,66.327,-157.165,1.4,0.9,ml,,,,0.54,ak,ak0198gko9id,2019-07-27T23:52:07.807Z,"65km S of Kobuk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-03T16:37:25.820Z,69.1302,-144.6538,10.4,1.6,ml,,,,0.87,ak,ak0198gkms52,2019-07-27T23:52:06.320Z,"117km NNE of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T16:35:22.053Z,59.9159,-139.7487,0,1.3,ml,,,,0.47,ak,ak0198gkmcdr,2019-07-27T23:52:07.084Z,"41km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T16:32:37.810Z,39.7478333,-112.1208333,4.35,1.57,md,8,124,0.2097,0.12,uu,uu60329097,2019-07-03T22:18:33.850Z,"23km WSW of Mona, Utah",earthquake,0.51,3.95,0.106,6,reviewed,uu,uu
2019-07-03T16:28:56.845Z,69.098,-144.5928,12.3,2.2,ml,,,,0.7,ak,ak0198gkkx73,2019-07-27T23:52:04.627Z,"114km NNE of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T16:28:14.500Z,33.7988333,-117.724,7.49,1.5,ml,49,36,0.06198,0.16,ci,ci38442151,2019-07-03T20:49:45.610Z,"8km ENE of North Tustin, CA",earthquake,0.16,0.35,0.144,20,reviewed,ci,ci
2019-07-03T16:28:11.575Z,63.4205,-151.3507,11.5,0.8,ml,,,,0.65,ak,ak0198gkkozu,2019-07-27T23:52:05.508Z,"119km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T16:19:13.986Z,51.0553,-174.4101,1.8,1.9,ml,,,,0.68,ak,ak0198gkiw86,2019-07-27T23:52:59.608Z,"127km S of Atka, Alaska",earthquake,,3.5,,,reviewed,ak,ak
2019-07-03T16:18:35.318Z,59.9129,-139.7377,0,1.1,ml,,,,0.54,ak,ak0198gkiq7y,2019-07-27T23:52:03.936Z,"40km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T16:10:40.330Z,38.8223333,-122.7896667,1.17,0.27,md,21,33,0.01146,0.03,nc,nc73205601,2019-07-09T16:24:02.889Z,"6km W of Cobb, CA",earthquake,0.19,0.41,0.361,2,reviewed,nc,nc
2019-07-03T16:10:29.512Z,69.1233,-144.6237,8.9,1.9,ml,,,,0.71,ak,ak0198gkh00v,2019-07-27T23:52:03.030Z,"117km NNE of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T16:07:14.350Z,44.717,-111.0725,7.83,0.27,md,6,141,0.06346,0.17,uu,uu60018539,2019-07-03T22:15:57.090Z,"6km NNE of West Yellowstone, Montana",earthquake,0.7,1.82,0.275,5,reviewed,uu,uu
2019-07-03T16:06:17.320Z,44.7215,-111.0678333,9.6,0.36,md,7,99,0.05799,0.17,uu,uu60329092,2019-07-03T22:13:20.380Z,"7km NNE of West Yellowstone, Montana",earthquake,0.88,1.3,0.296,5,reviewed,uu,uu
2019-07-03T16:01:28.960Z,38.8388329,-122.8150024,0.72,1.17,md,17,67,0.01589,0.02,nc,nc73205596,2019-07-03T19:34:01.801Z,"8km WNW of Cobb, CA",earthquake,0.19,0.53,0.04,2,automatic,nc,nc
2019-07-03T16:01:11.540Z,33.5135,-116.451,8.08,0.62,ml,10,191,0.02333,0.08,ci,ci37218836,2019-07-03T20:43:17.300Z,"21km ESE of Anza, CA",earthquake,0.28,0.37,0.063,5,reviewed,ci,ci
2019-07-03T16:00:57.320Z,44.7323333,-111.0643333,10.18,0.41,md,7,120,0.04947,0.19,uu,uu60329087,2019-07-03T22:12:46.650Z,"8km NNE of West Yellowstone, Montana",earthquake,0.72,1.56,0.146,7,reviewed,uu,uu
2019-07-03T16:00:37.360Z,33.2308333,-116.7386667,12.12,0.5,ml,25,62,0.01761,0.16,ci,ci38442127,2019-07-03T20:39:12.230Z,"3km ESE of Lake Henshaw, CA",earthquake,0.26,0.74,0.183,9,reviewed,ci,ci
2019-07-03T15:58:07.390Z,44.6473333,-110.6463333,5.58,1.76,ml,9,121,0.04206,0.24,uu,uu60329082,2019-07-09T17:46:40.010Z,"25km NE of Old Faithful Geyser, Wyoming",earthquake,0.94,1.61,0.382,4,reviewed,uu,uu
2019-07-03T15:56:53.410Z,44.6536667,-110.6803333,2.09,1.19,md,5,106,0.05514,0.23,uu,uu60018569,2019-07-09T17:39:26.000Z,"24km NNE of Old Faithful Geyser, Wyoming",earthquake,0.51,14.37,0.397,3,reviewed,uu,uu
2019-07-03T15:56:20.010Z,44.6348333,-110.667,2.11,1.03,md,4,156,0.03406,0.12,uu,uu60018564,2019-07-09T17:37:20.070Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,0.66,8.94,0.702,3,reviewed,uu,uu
2019-07-03T15:56:09.890Z,44.6395,-110.6728333,5.03,1.44,md,8,91,0.0402,0.19,uu,uu60329077,2019-07-09T17:35:14.270Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,0.48,1.38,0.485,4,reviewed,uu,uu
2019-07-03T15:53:30.059Z,65.3262,-144.7867,4.2,0.8,ml,,,,0.86,ak,ak0198gk4s6y,2019-07-27T23:52:02.265Z,"16km SSW of Circle Hot Springs Station, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-03T15:46:56.687Z,69.2025,-144.7479,22.9,1.4,ml,,,,0.75,ak,ak0198gk3cd3,2019-07-27T23:52:01.557Z,"112km SSW of Kaktovik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-03T15:37:48.640Z,38.8095016,-122.8308334,1.62,0.56,md,8,75,0.00144,0.04,nc,nc73205586,2019-07-03T16:15:04.634Z,"7km WNW of The Geysers, CA",earthquake,0.45,1.02,,1,automatic,nc,nc
2019-07-03T15:35:45.677Z,-13.1867,167.1885,232.31,4.5,mb,,144,8.018,0.65,us,us70004iyb,2019-09-26T14:31:04.040Z,"86km NNW of Sola, Vanuatu",earthquake,11.9,5.6,0.084,41,reviewed,us,us
2019-07-03T15:35:33.780Z,44.6593333,-110.6831667,5,2.27,md,7,118,0.05357,0.15,uu,uu60018544,2019-07-08T19:54:10.030Z,"24km NNE of Old Faithful Geyser, Wyoming",earthquake,0.46,1.26,0.548,3,reviewed,uu,uu
2019-07-03T15:34:55.100Z,44.6448333,-110.6738333,4.96,1.97,ml,10,108,0.04516,0.13,uu,uu60329072,2019-07-08T19:53:36.430Z,"23km NNE of Old Faithful Geyser, Wyoming",earthquake,0.38,0.43,0.399,4,reviewed,uu,uu
2019-07-03T15:34:52.873Z,63.5158,-151.0349,9.8,0.6,ml,,,,0.75,ak,ak0198gk0rcz,2019-07-27T23:52:00.771Z,"104km W of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T15:31:44.594Z,69.1337,-144.6592,9.6,2.5,ml,,,,0.75,ak,ak0198gk03lk,2019-09-26T14:30:06.040Z,"117km NNE of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T15:27:41.740Z,38.7978325,-122.8186646,2.73,0.56,md,9,150,0.01355,0.04,nc,nc73205581,2019-07-03T17:26:03.324Z,"6km WNW of The Geysers, CA",earthquake,0.56,1.54,,1,automatic,nc,nc
2019-07-03T15:27:32.823Z,69.1175,-144.673,3.6,1.4,ml,,,,0.77,ak,ak0198gjz7sy,2019-07-27T23:52:58.897Z,"115km NNE of Arctic Village, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-03T15:23:50.934Z,61.0287,-146.3556,12.6,1.3,ml,,,,0.39,ak,ak0198gjyecf,2019-07-27T23:51:59.015Z,"11km S of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T15:21:44.082Z,60.0424,-139.5938,0,1.2,ml,,,,0.81,ak,ak0198gjxyiv,2019-07-27T23:51:58.285Z,"55km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T15:21:20.882Z,69.1419,-144.63,10.1,1.9,ml,,,,0.77,ak,ak0198gjxwn7,2019-07-27T23:51:57.365Z,"117km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T15:15:20.055Z,44.397,-129.0801,10,4.1,mb,,220,3.682,0.76,us,us700049b3,2019-09-26T14:30:06.040Z,"Off the coast of Oregon",earthquake,10.9,2,0.123,18,reviewed,us,us
2019-07-03T15:08:32.970Z,36.7531667,-121.5875,-0.34,1.08,md,16,139,0.01793,0.1,nc,nc73205576,2019-07-04T00:04:40.894Z,"8km ESE of Prunedale, CA",quarry blast,0.34,31.61,0.184,12,reviewed,nc,nc
2019-07-03T15:06:23.760Z,38.8416667,-122.83,1.86,0.34,md,14,85,0.005273,0.02,nc,nc73205571,2019-07-04T01:07:03.382Z,"10km WNW of Cobb, CA",earthquake,0.31,0.53,,1,reviewed,nc,nc
2019-07-03T15:05:17.891Z,69.1653,-144.7037,9.9,1.5,ml,,,,0.69,ak,ak0198gjugyo,2019-07-27T23:51:56.507Z,"115km SSW of Kaktovik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-03T14:58:08.498Z,51.277,-178.1416,40.5,1.9,ml,,,,0.33,ak,ak0198gjkdkj,2019-07-27T23:51:55.776Z,"67km E of Amatignak Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2019-07-03T14:57:43.850Z,36.3896667,-117.8675,6.01,1.15,ml,19,84,0.1686,0.11,ci,ci38442063,2019-07-04T02:05:06.440Z,"17km NE of Olancha, CA",earthquake,0.23,0.83,0.19,9,reviewed,ci,ci
2019-07-03T14:56:40.375Z,66.2927,-157.2792,4.5,1.4,ml,,,,0.68,ak,ak0198gjk0ii,2019-07-27T23:51:54.926Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T14:55:59.789Z,59.9572,-139.5935,0,2.2,ml,,,,0.97,ak,ak0198gjju9u,2019-07-27T23:51:54.097Z,"46km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:53:24.140Z,39.383,-123.2698333,15.46,1.38,md,4,306,0.1787,0.21,nc,nc73205566,2019-07-03T20:54:03.296Z,"8km ESE of Willits, CA",earthquake,2.68,2.51,0.186,4,reviewed,nc,nc
2019-07-03T14:50:11.932Z,59.8535,-139.5806,0,1.7,ml,,,,0.88,ak,ak0198gjio77,2019-07-27T23:51:53.363Z,"35km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:47:50.631Z,52.7618,-173.836,180.2,2.2,ml,,,,0.29,ak,ak0198gji3xo,2019-07-29T23:47:22.882Z,"67km NNE of Atka, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2019-07-03T14:42:03.284Z,61.5402,-141.1666,0,0.8,ml,,,,0.45,ak,ak0198gjgxxa,2019-07-27T23:51:52.631Z,"174km E of Chitina, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:36:21.379Z,38.086,-120.4118,0.5,1.2,ml,8,174.47,0.055,0.1982,nn,nn00689094,2019-07-04T02:04:54.176Z,"5km N of Columbia, California",earthquake,,8.7,0.2,4,reviewed,nn,nn
2019-07-03T14:32:19.150Z,33.5345,-116.444,11.81,0.88,ml,47,44,0.01887,0.15,ci,ci38442007,2019-07-03T20:56:31.610Z,"19km SW of La Quinta, CA",earthquake,0.16,0.37,0.156,21,reviewed,ci,ci
2019-07-03T14:32:16.283Z,66.2629,-157.1758,1.3,1.8,ml,,,,0.58,ak,ak0198gjeth1,2019-07-27T23:51:51.809Z,"73km S of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T14:30:15.303Z,39.7429,-120.5877,13.4,1.1,ml,8,269.46,0.119,0.1564,nn,nn00689089,2019-07-04T02:04:49.860Z,"12km SW of Portola, California",earthquake,,2,0.14,5,reviewed,nn,nn
2019-07-03T14:22:48.717Z,59.9156,-139.6832,0,1.1,ml,,,,0.94,ak,ak0198gjcqul,2019-07-27T23:51:51.015Z,"41km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:19:49.058Z,69.17,-144.6668,10.7,1.4,ml,,,,0.58,ak,ak0198gjc3q1,2019-07-27T23:52:57.455Z,"114km SSW of Kaktovik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-03T14:18:54.937Z,0.8456,123.1273,62.3,4.6,mb,,106,1.908,0.71,us,us700049a3,2019-09-26T14:30:06.040Z,"17km WSW of Boroko, Indonesia",earthquake,6,8.8,0.101,29,reviewed,us,us
2019-07-03T14:16:15.369Z,59.9691,-139.4915,0,1.3,ml,,,,0.55,ak,ak0198gjbe3x,2019-07-27T23:51:50.302Z,"48km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:14:10.010Z,38.7838333,-122.75,0.52,0.31,md,18,62,0.01039,0.05,nc,nc73205561,2019-07-03T17:00:03.116Z,"1km NE of The Geysers, CA",earthquake,0.2,0.2,,1,reviewed,nc,nc
2019-07-03T14:11:30.667Z,59.9259,-139.7008,0,1.6,ml,,,,0.79,ak,ak0198gjacl3,2019-07-27T23:51:49.636Z,"42km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:06:22.578Z,59.9471,-139.5415,0,1.8,ml,,,,0.76,ak,ak0198gj99fc,2019-07-27T23:51:48.156Z,"45km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:06:21.771Z,66.306,-157.1746,7.5,1.1,ml,,,,0.55,ak,ak0198gj99fr,2019-07-29T23:47:16.782Z,"68km S of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T14:03:10.970Z,34.2871667,-116.869,9.86,1.29,ml,58,51,0.04952,0.14,ci,ci38441975,2019-07-03T20:46:35.762Z,"4km NW of Big Bear City, CA",earthquake,0.12,0.31,0.117,33,reviewed,ci,ci
2019-07-03T14:02:23.058Z,1.8201,127.296,118.67,4,mb,,138,1.043,0.64,us,us70004iy8,2019-09-26T14:31:04.040Z,"80km W of Tobelo, Indonesia",earthquake,10.8,6.4,0.164,10,reviewed,us,us
2019-07-03T14:02:05.290Z,61.622,-141.0363,0,0.9,ml,,,,1,ak,ak0198gj8d6p,2019-07-27T23:51:47.450Z,"181km E of Chitina, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T14:00:07.240Z,60.8433,-152.0964,80.6,1.4,ml,,,,0.52,ak,ak0198gj7xv3,2019-07-27T23:51:46.648Z,"47km WNW of Nikiski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-03T13:59:13.652Z,59.8694,-139.6814,0,1.5,ml,,,,0.6,ak,ak0198giz66m,2019-07-27T23:51:45.900Z,"36km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-03T13:57:07.792Z,66.3055,-157.2435,6.6,1.5,ml,,,,0.62,ak,ak0198giyq5l,2019-07-27T23:51:45.139Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T13:55:05.009Z,-11.5055,166.459,62.42,4.4,mb,,147,6.725,0.73,us,us70004iy7,2019-09-26T14:31:04.040Z,"110km SE of Lata, Solomon Islands",earthquake,13.4,9,0.149,13,reviewed,us,us
2019-07-03T13:52:51.627Z,66.3026,-157.2418,6.9,1.4,ml,,,,0.72,ak,ak0198gixqxl,2019-07-27T23:51:44.353Z,"69km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T13:49:41.801Z,61.4652,-149.9235,26.3,1.9,ml,,,,0.6,ak,ak0198gix2ym,2019-07-27T23:51:42.706Z,"6km SSE of Big Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-03T13:49:31.479Z,69.5076,-144.2814,6.9,1.7,ml,,,,0.64,ak,ak0198gix2a9,2019-07-27T23:51:43.557Z,"74km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T13:33:01.340Z,37.5696667,-118.8426667,-0.7,0.81,md,15,180,0.023,0.07,nc,nc73205556,2019-07-03T17:44:03.168Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.5,0.27,0.165,14,reviewed,nc,nc
2019-07-03T13:31:27.250Z,-19.0685,169.2983,198.08,4.6,mb,,82,4.009,0.78,us,us7000499h,2019-09-26T14:30:06.040Z,"53km N of Isangel, Vanuatu",earthquake,7.8,7.5,0.092,35,reviewed,us,us
2019-07-03T13:26:39.172Z,44.4341,-128.9679,10,3.8,mb,,203,3.608,0.78,us,us70004997,2019-09-26T14:30:06.040Z,"Off the coast of Oregon",earthquake,10.3,2,0.117,19,reviewed,us,us
2019-07-03T13:17:53.370Z,42.0315,-123.716166666667,19.97,1.72,ml,11,100,,4.1,uw,uw61533001,2019-07-03T16:40:34.060Z,"15km SSW of Cave Junction, Oregon",earthquake,6.44,12.93,0.240587860939593,7,reviewed,uw,uw
2019-07-03T13:17:24.430Z,41.3181667,-126.7893333,9.62,3.12,md,15,306,2.04,0.13,nc,nc73205546,2019-07-04T04:06:02.447Z,"221km WSW of Crescent City, CA",earthquake,1.25,31.61,0.186,23,reviewed,nc,nc
2019-07-03T13:16:47.516Z,61.2719,-151.762,84.2,1.8,ml,,,,0.5,ak,ak0198giq0u5,2019-07-27T23:51:41.804Z,"69km NNW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T13:15:42.130Z,36.52366667,-98.9895,7.46,1.34,ml,16,145,0.04859046489,0.09,ok,ok2019mxji,2019-07-03T13:52:36.561Z,"21km ENE of Mooreland, Oklahoma",earthquake,,0.3,,6,reviewed,ok,ok
2019-07-03T13:11:35.760Z,18.0901,-67.3736,29,1.16,md,5,232,0.2617,0.64,pr,pr2019184008,2019-07-03T16:00:24.684Z,"19km W of Puerto Real, Puerto Rico",earthquake,6.38,10.82,0.19,3,reviewed,pr,pr
2019-07-03T13:05:47.003Z,69.1265,-144.5408,18.5,1.3,ml,,,,0.68,ak,ak0198ginnxo,2019-07-27T23:52:56.763Z,"117km SSW of Kaktovik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-03T13:01:09.565Z,51.4874,-178.0913,4.8,2,ml,,,,0.53,ak,ak0198gimq6l,2019-07-27T23:51:41.062Z,"44km S of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T12:59:53.947Z,61.0536,-147.965,19.9,2,ml,,,,0.73,ak,ak0198gidtff,2019-07-27T23:51:40.182Z,"49km NE of Whittier, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T12:55:59.656Z,64.2584,-146.0608,7.4,1,ml,,,,0.89,ak,ak0198gicz3p,2019-07-27T23:51:39.407Z,"29km NNW of Delta Junction, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-03T12:55:38.410Z,69.1244,-144.7055,6.7,1.6,ml,,,,0.77,ak,ak0198gicxjj,2019-07-27T23:51:38.667Z,"116km NNE of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T12:55:13.532Z,54.0191,-163.1045,35,2.7,ml,,219,0.791,0.69,us,us60004wm2,2019-09-26T14:29:58.040Z,"94km SSE of False Pass, Alaska",earthquake,3.8,2,0.115,10,reviewed,us,us
2019-07-03T12:51:55.670Z,38.842,-122.8415,1.96,0.37,md,16,90,0.005801,0.01,nc,nc73205541,2019-07-10T03:52:03.527Z,"10km NW of The Geysers, CA",earthquake,0.26,0.47,,1,reviewed,nc,nc
2019-07-03T12:47:15.829Z,69.169,-144.7036,13.9,1.5,ml,,,,0.55,ak,ak0198gib60x,2019-07-27T23:51:37.246Z,"115km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T12:37:53.418Z,62.1281,-147.8418,24.7,2.7,ml,,,,0.62,ak,ak0198gi93o7,2019-09-26T14:30:06.040Z,"64km NE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T12:37:37.665Z,66.3408,-157.3465,6.8,1.2,ml,,,,0.8,ak,ak0198gi92ae,2019-07-27T23:51:36.570Z,"66km SSW of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T12:37:11.829Z,62.185,-150.4774,6.1,1.6,ml,,,,0.6,ak,ak0198gi90i3,2019-07-27T23:51:34.710Z,"24km SW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T12:35:26.686Z,66.2652,-157.2806,0.7,1.3,ml,,,,0.87,ak,ak0198gi8mau,2019-07-27T23:51:33.909Z,"73km SSW of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T12:34:36.010Z,38.8381653,-122.8028336,1.98,0.56,md,8,80,0.009757,0.01,nc,nc73205536,2019-07-03T14:37:02.487Z,"7km WNW of Cobb, CA",earthquake,0.47,1.13,,1,automatic,nc,nc
2019-07-03T12:33:44.662Z,66.319,-157.3969,9.6,1.1,ml,,,,0.88,ak,ak0198gi8871,2019-07-27T23:51:33.109Z,"69km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T12:32:18.051Z,62.102,-147.6113,35.6,1.1,ml,,,,0.59,ak,ak0198gi7xrr,2019-07-27T23:51:32.279Z,"73km ENE of Sutton-Alpine, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2019-07-03T12:27:35.632Z,69.1485,-144.7294,11.9,1.9,ml,,,,0.6,ak,ak0198gi6xbh,2019-07-27T23:51:31.506Z,"117km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T12:20:06.271Z,69.1337,-144.6511,8.1,2.7,ml,,,,0.68,ak,ak0198gi5cy8,2019-09-26T14:30:06.040Z,"117km NNE of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T12:09:21.985Z,50.2859,-179.8763,10,2.7,ml,,275,1.211,0.45,us,us60004wm6,2019-09-26T14:29:58.040Z,"121km SSW of Amatignak Island, Alaska",earthquake,7.4,2,0.128,8,reviewed,us,us
2019-07-03T12:05:42.583Z,63.087,-150.5106,106.6,1.3,ml,,,,0.33,ak,ak0198gi27zu,2019-07-27T23:51:29.782Z,"85km WSW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-03T11:58:31.376Z,69.1266,-144.5467,12.5,1.9,ml,,,,0.79,ak,ak0198ghs4j3,2019-07-27T23:51:28.983Z,"117km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T11:52:48.860Z,37.6386667,-118.8873333,4.57,0.56,md,13,97,0.009465,0.06,nc,nc73205531,2019-07-03T16:22:03.679Z,"8km E of Mammoth Lakes, CA",earthquake,0.65,0.65,0.126,10,reviewed,nc,nc
2019-07-03T11:51:12.700Z,54.0735,-151.7246,10.08,3.5,ml,,226,2.85,0.65,us,us60004wm1,2019-09-26T14:29:58.040Z,"South of Alaska",earthquake,10.2,8.9,0.074,24,reviewed,us,us
2019-07-03T11:50:47.210Z,33.8866667,-116.8496667,16.07,1.08,ml,58,34,0.06087,0.17,ci,ci38441887,2019-07-03T20:37:04.759Z,"5km SSE of Banning, CA",earthquake,0.15,0.41,0.154,35,reviewed,ci,ci
2019-07-03T11:49:37.206Z,19.1526,145.5187,171.15,4.3,mb,,119,3.898,0.39,us,us70004iy3,2019-09-26T14:31:04.040Z,"45km NNW of Agrihan, Northern Mariana Islands",earthquake,11.4,8.5,0.109,24,reviewed,us,us
2019-07-03T11:43:33.101Z,61.8924,-149.3864,44.4,1.1,ml,,,,0.46,ak,ak0198ghowtk,2019-07-27T23:51:27.285Z,"18km NNW of Fishhook, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-03T11:42:55.780Z,56.821,-158.0626667,14.56,0.04,ml,4,261,0.09115,0.2,av,av70837824,2019-07-03T21:31:08.620Z,"76km NE of Chignik Lake, Alaska",earthquake,2.62,2.01,0.141,4,reviewed,av,av
2019-07-03T11:32:02.310Z,68.8096,-146.0864,18.3,1.8,ml,,,,0.73,ak,ak0198ghmhnc,2019-07-27T23:51:26.489Z,"79km NNW of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T11:27:28.818Z,66.2964,-157.1872,8.4,1.4,ml,,,,0.69,ak,ak0198ghlh1w,2019-07-27T23:51:25.749Z,"69km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T11:25:29.803Z,69.1024,-144.6685,10.9,2.2,ml,,,,0.57,ak,ak0198ghl1rb,2019-07-27T23:51:24.894Z,"114km NNE of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-03T11:25:08.510Z,38.8248333,-122.788,0.58,0.62,md,8,87,0.01289,0.02,nc,nc73205526,2019-07-09T07:06:03.163Z,"6km W of Cobb, CA",earthquake,0.31,1.16,,1,reviewed,nc,nc
2019-07-03T11:21:50.351Z,69.1499,-144.65,6.7,1.8,ml,,,,0.67,ak,ak0198ghk8kj,2019-07-27T23:51:24.101Z,"116km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-03T11:21:00.634Z,60.0299,-141.6572,7,1.7,ml,,,,0.76,ak,ak0198ghk4kf,2019-07-27T23:51:22.417Z,"43km E of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-03T11:20:09.109Z,61.7214,-150.842,65.5,1.2,ml,,,,0.45,ak,ak0198ghjxhn,2019-07-27T23:51:23.356Z,"42km W of Willow, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-03T11:18:51.030Z,37.0138333,-119.6558333,22.68,1.9,md,6,197,0.04711,0.12,nc,nc73205521,2019-07-03T20:01:02.965Z,"6km ENE of Friant, CA",earthquake,0.75,0.76,0.105,7,reviewed,nc,nc
2019-07-03T11:16:43.570Z,18.1761,-67.224,125,2.65,md,15,164,0.1382,0.1,pr,pr2019184006,2019-09-26T14:30:06.040Z,"10km W of Mayaguez, Puerto Rico",earthquake,1.08,0.55,0.27,11,reviewed,pr,pr
2019-07-03T11:09:59.270Z,66.2346,-157.2771,5.5,1,ml,,,,0.74,ak,ak0198ghhol6,2019-07-27T23:51:21.668Z,"77km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-03T11:07:20.590Z,35.047,-118.9508333,12.44,1.32,ml,22,132,0.1249,0.22,ci,ci38441863,2019-07-03T16:18:40.475Z,"12km N of Grapevine, CA",earthquake,0.53,0.85,0.144,15,reviewed,ci,ci
2019-07-03T11:03:21.070Z,38.8263333,-122.8521667,2.6,0.43,md,10,84,0.01377,0.01,nc,nc73205516,2019-07-04T01:05:04.371Z,"10km WNW of The Geysers, CA",earthquake,0.36,1.22,,1,reviewed,nc,nc
