,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,1971842.0,0.58,352631.0,
2017-01-01,2644387.0,0.78,-683461.0,0.34107448771250426
2018-01-01,3016046.0,0.86,399638.0,0.14054637237287881
2019-01-01,2642439.0,0.72,2279051.0,-0.12387311068863005
