,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,1457106.0,3.97,1916314.0,
2017-01-01,1164783.0,3.35,-835754.0,-0.20061889800742017
2018-01-01,1562695.0,4.32,292591.0,0.34161899684318886
2019-01-01,2016228.0,5.6,3890660.0,0.29022489993248834
