,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2012-01-01,2567155.0,748475.0,324095.0,418254.0,424380.0,306031.0,5.08,13322.0,1654842.0,2287007.0,29.155816458297217,12.624675954509954,16.292510580779112,25.274557933627502,18.288269340671018,,
2013-01-01,2875987.0,765110.0,337163.0,356031.0,427947.0,270491.0,4.38,52553.0,1570988.0,2471337.0,26.60338868012964,11.723384006951353,12.379437041961594,22.662872027030122,14.406412399442084,0.12030126735627578,-0.14876845170637942
2014-01-01,3020479.0,834351.0,396852.0,456770.0,437499.0,333135.0,5.09,187505.0,2293111.0,2853402.0,27.623135270928884,13.138710780641084,15.12243587854774,19.91922763442328,16.007909155457238,0.05024083905803467,0.2829500801896465
2015-01-01,3506989.0,1084137.0,569476.0,624326.0,514661.0,486565.0,6.79,35249.0,2597104.0,3318137.0,30.913612788634353,16.238317257339556,17.80233699050667,24.03931455960177,18.81555824849908,0.16107047921869344,0.36682794404185914
2016-01-01,3944842.0,1247363.0,704555.0,824100.0,542808.0,620043.0,8.55,414639.0,3336165.0,4246649.0,31.620100374108773,17.860157643829588,20.8905705222161,24.70201563771576,19.405889208173317,0.12485154644055063,0.3199834701742359
2017-01-01,4461014.0,1423449.0,880217.0,929803.0,543232.0,687691.0,9.09,200092.0,3657850.0,4832057.0,31.908642295227047,19.731321174961565,20.84286218335114,25.41938570471725,19.242384764914817,0.13084731910682357,0.1282647736925131
2018-01-01,4325937.0,1264840.0,650607.0,783100.0,614233.0,550160.0,7.26,-5012.0,3748146.0,4772579.0,29.238521041799732,15.039678109043198,18.10243653571469,20.892996163970135,16.40831927559502,-0.03027943871057115,-0.15777858320525961
2019-01-01,4223941.0,1162075.0,527223.0,705139.0,634852.0,502097.0,6.63,-226865.0,3763755.0,4904300.0,27.511629542174003,12.481779456673282,16.693864805403294,18.734986735321506,14.377974430601718,-0.023577782108246126,-0.09955433533392921
