,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,81936315.0,-6921027.0,-12275865.0,-12873647.0,5354838.0,-12207273.0,-3.22,-17127629.0,57018373.0,114228677.0,-8.446837034347956,-14.982202946276018,-15.711772002438723,-22.578067950132493,-11.270065747150342,,
2011-01-01,109353176.0,17830972.0,12718697.0,18755577.0,5112275.0,17772567.0,4.94,9854302.0,70221565.0,129565483.0,16.305856539548518,11.630843716875676,17.151378392521494,26.709141273054794,14.475751230750245,0.33461183847479603,-2.456896946141214
2012-01-01,108156058.0,-168977.0,-5117703.0,-3419155.0,4948726.0,-3679802.0,-0.89,3290167.0,65601535.0,138012684.0,-0.15623442932803636,-4.731776559386068,-3.1613162158702197,-5.212004566661435,-2.477420843434941,-0.010947263205231428,-1.1823007098102074
2013-01-01,141028128.0,4079204.0,-1271373.0,-155178.0,5350577.0,-418637.0,0.04,8978450.0,62428841.0,155297838.0,2.892475464185414,-0.9015031384377448,-0.11003336866245575,-0.24856780538341244,-0.09992283343957435,0.3039318426342794,-0.9546151022694204
2014-01-01,139216384.0,388745.0,-5107783.0,-1589147.0,5496528.0,-2046804.0,-0.43,1517734.0,60169589.0,174352453.0,0.2792379667036891,-3.6689524991541225,-1.1414942367702927,-2.641113270692276,-0.9114566343382619,-0.012846685449869999,9.240800886723633
2015-01-01,144284374.0,7346811.0,3786089.0,3239858.0,5726223.0,2055164.0,0.34,-675901.0,64864843.0,188926359.0,5.0918965071020095,2.624046454261222,2.2454669970013525,4.994782766991357,1.7148787586596108,0.03640368938184757,-3.03874028016288
2016-01-01,133813687.0,1619324.0,-3847026.0,-4682496.0,5701090.0,-4739297.0,-1.26,7979.0,61294602.0,192652207.0,1.2101333102046579,-2.874912190409939,-3.499265362892213,-7.639328500738124,-2.4305436583968123,-0.07256979193048307,-2.445278157252571
2017-01-01,124467608.0,-3488164.0,-7848262.0,-8808983.0,6235412.0,-8565311.0,-1.88,1578929.0,53638501.0,189753764.0,-2.8024672893207687,-6.305465434830242,-7.077329709750668,-16.42287318953973,-4.642323195233165,-0.06984396895065004,0.8812579871931552
2018-01-01,150582692.0,10889124.0,4817470.0,7447549.0,6558601.0,6661621.0,1.97,3694814.0,66688790.0,200079897.0,7.231325098106228,3.19921893812338,4.945820068085912,11.167617526123957,3.7222875019772728,0.20981429963689835,-1.8454493555044889
2019-01-01,169236653.0,7465490.0,926217.0,1195404.0,8054981.0,78501.0,0.07,122259.0,70967836.0,229011955.0,4.411272539170342,0.5472910173897141,0.7063505327064108,1.6844306764546124,0.521983230089451,0.1238785198500767,-0.8394902806278952
