,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,14896524.0,1.39,14598793.0,
2017-01-01,12969793.0,1.14,12969562.0,-0.12934097914385934
2018-01-01,14809629.0,1.15,-8709561.0,0.1418554636916718
2019-01-01,14236383.0,1.09,-16961070.0,-0.038707654324088736
