,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,35108982.0,2.35,29588573.0,
2017-01-01,27917213.0,1.65,-15391377.0,-0.20484128534401824
2018-01-01,29280727.0,1.89,107535924.0,0.04884133670506441
2019-01-01,31079960.0,2.07,-49717226.0,0.06144768878177098
