,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,1749560.0,94088.0,-258715.0,-250470.0,352803.0,-250470.0,0.0,64798.0,4376988.0,7210331.0,5.377809277761266,-14.787432268684697,-14.31617092297492,-5.722428300009047,-3.473765628790135,,
2011-01-01,2194036.0,108650.0,-174608.0,-175957.0,283258.0,-175957.0,-0.68,-55761.0,4455363.0,7478624.0,4.952060950686315,-7.958301504624354,-8.019786366313042,-3.9493302790367473,-2.3527991245448363,0.2540501611833832,-0.29749271369824726
2012-01-01,2397445.0,159250.0,-133406.0,-87958.0,292656.0,-87958.0,-0.34,-13236.0,4067890.0,7054293.0,6.642488148841788,-5.564507214972606,-3.6688224338827373,-2.162251191649725,-1.2468719402497175,0.09270996464962278,-0.5001165057371972
2013-01-01,2117516.0,99089.0,-179619.0,-169162.0,278708.0,-169162.0,-0.65,31807.0,3958585.0,7100748.0,4.679492386362134,-8.482533307894721,-7.9886999673201995,-4.27329462421547,-2.3823123986374393,-0.11676138555837567,0.9232133518270083
2014-01-01,2012098.0,73305.0,-197602.0,-171289.0,270907.0,-171288.0,-0.66,-496.0,3733909.0,7104120.0,3.6432122093456676,-9.82069461825418,-8.512955134392062,-4.587390854999413,-2.411121996813117,-0.049783803286492234,0.012573745876733655
2015-01-01,1552109.0,81825.0,-238278.0,-445333.0,320103.0,-445333.0,-1.71,-42042.0,3651617.0,7131551.0,5.271859128450386,-15.351885724520637,-28.692121494044553,-12.19550133543578,-6.244546242465349,-0.2286116282606513,1.5998925792082388
2016-01-01,205498.0,-15936.0,-225440.0,-158781.0,210130.0,-158781.0,-0.61,-600.0,3206392.0,6582250.0,-7.754819998248158,-109.70423069810897,-77.26644541552716,-4.952014600834833,-2.4122602453568307,-0.867600793500972,-0.6434555714487811
2017-01-01,69565.0,-5990.0,-213442.0,-182904.0,207452.0,-182904.0,-0.7,112597.0,2966203.0,6595343.0,-8.610651908287213,-306.8238338244807,-262.9253216416301,-6.1662671098370545,-2.7732295348399623,-0.6614808903249667,0.15192623802596028
2018-01-01,186320.0,51466.0,-165236.0,-168776.0,216702.0,-170453.0,-0.66,-77967.0,2887279.0,6630979.0,27.622370115929584,-88.6839845427222,-90.58394160583941,-5.845503673181566,-2.545265186332214,1.678358369869906,-0.07724270655644494
2019-01-01,218526.0,46827.0,-171908.0,-166281.0,218735.0,-166806.0,-0.64,-1469.0,2620587.0,6464183.0,21.428571428571427,-78.66706936474378,-76.09208972845336,-6.34518144217307,-2.5723436356922447,0.17285315586088457,-0.014782907522396527
