,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2014-01-01,1793877.0,0.62,-854169.0,
2015-01-01,2432701.0,0.85,-326761.0,0.356113601991664
2016-01-01,2034035.0,0.66,498915.0,-0.16387792827807446
2017-01-01,1672233.0,0.53,696917.0,-0.17787402871632008
2018-01-01,3503637.0,1.33,1680662.0,1.09518470213182
2019-01-01,2326530.0,0.61,889342.0,-0.33596716783159897
