,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2014-01-01,1683887.0,1.04,-858114.0,
2015-01-01,1658200.0,1.03,-75979.0,-0.015254586560737193
2016-01-01,1917264.0,1.2,1779.0,0.15623205885900382
2017-01-01,2000001.0,1.22,1063392.0,0.04315368149613197
2018-01-01,1626203.0,1.01,-1050089.0,-0.18689890655054675
2019-01-01,1630228.0,0.99,-45669.0,0.002475090748202957
