,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2016-01-01,1516144.0,389694.0,167214.0,214582.0,222480.0,189876.0,1.4,38718.0,2579565.0,5218530.0,25.70296752815036,11.028899629586636,14.15314112643654,8.318534326524047,4.1119242392014606,,
2017-01-01,1963230.0,575901.0,402278.0,360964.0,173623.0,296779.0,2.11,214762.0,3244464.0,5744361.0,29.33436224996562,20.49062004961212,18.386230854255487,11.12553568170274,6.2837972752757,0.29488359944701825,0.682172782432823
2018-01-01,2037930.0,524367.0,328662.0,287184.0,195705.0,234860.0,1.51,151745.0,3318163.0,6084282.0,25.730373467194656,16.12724676509988,14.091946239566619,8.654909357979099,4.720096800246932,0.03804954080775058,-0.20439711439367914
2019-01-01,2643402.0,849832.0,644571.0,625885.0,205261.0,504968.0,3.24,-95503.0,3690721.0,6916866.0,32.14917746146821,24.3841458847349,23.67725378130152,16.95833957646758,9.048678982649077,0.29710147060988357,1.1793867346370273
