,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,7324123.0,694912.0,174568.0,125872.0,520344.0,158991.0,0.58,522365.0,3351874.0,9754059.0,9.487989210448815,2.3834662525465506,1.718594840638258,3.7552724237247577,1.2904576443509312,,
2011-01-01,13565838.0,1351231.0,550079.0,495656.0,801152.0,398382.0,1.46,-809301.0,3673400.0,10989838.0,9.960542061610937,4.054884040337206,3.6537072018698735,13.493112647683345,4.510130176623168,0.8522132957078956,2.9377780602516843
2012-01-01,17392569.0,671444.0,-197786.0,-320225.0,869230.0,-266810.0,-0.98,-43894.0,3503616.0,12775454.0,3.860522272471652,-1.1371868066183897,-1.8411598654574837,-9.13984295082566,-2.5065645416593414,0.2820858541875555,-1.6460629953031942
2013-01-01,15015917.0,591645.0,-265646.0,-402733.0,857291.0,-357935.0,-1.35,145558.0,2934714.0,10886908.0,3.9401190083829043,-1.7690960865060723,-2.682040663916829,-13.72307488906926,-3.6992413272896214,-0.13664755333154066,0.2576563353891794
2014-01-01,12983533.0,985289.0,179946.0,73383.0,805343.0,37699.0,0.15,242931.0,3061214.0,11069867.0,7.588758776212916,1.3859555792710658,0.5652005505743314,2.3971862143580944,0.6629076934709333,-0.1353486437092054,-1.1822125328691713
2015-01-01,13958636.0,1516337.0,607058.0,470186.0,909279.0,390961.0,1.51,-3092.0,3777901.0,11611937.0,10.863074300382932,4.348977937385859,3.3684236769265996,12.44569405074405,4.049160790314312,0.07510305553965946,5.407287791450336
2016-01-01,11715848.0,570932.0,-188002.0,-336250.0,758934.0,-286982.0,-1.01,-136019.0,3241416.0,10811160.0,4.873159842975088,-1.60468111228483,-2.870044063391741,-10.373552792976897,-3.110212040151103,-0.16067386526878413,-1.715142518067318
2017-01-01,10965673.0,1285431.0,579292.0,392178.0,706139.0,299340.0,1.08,221540.0,3281120.0,10503455.0,11.722317453748621,5.2827765336427595,3.5764152368942606,11.952564977812456,3.733799973437312,-0.06403078974735754,-2.166328624535316
2018-01-01,12641864.0,1609992.0,838472.0,714747.0,771520.0,538110.0,1.98,-206797.0,3681235.0,10476020.0,12.735400412470819,6.632502928365628,5.653810229251003,19.415956873168923,6.822696023871661,0.15285801427782864,0.8225066168933495
2019-01-01,13404359.0,1788611.0,942591.0,793478.0,846020.0,544078.0,1.97,-44835.0,4028811.0,10519273.0,13.343502662081791,7.031973703479593,5.919551990512937,19.69509118198893,7.5430878160496455,0.06031507695384164,0.11015226366812314
