,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,6763725.0,1372516.0,523834.0,513940.0,848682.0,419462.0,1.7,-14097.0,3223197.0,5771336.0,20.29230934137624,7.7447560331030605,7.598475692018821,15.945038419929034,8.905043823475188,,
2011-01-01,5720956.0,996622.0,276980.0,336934.0,719642.0,273372.0,1.05,-68893.0,3205041.0,5931521.0,17.420549991994346,4.841498518779029,5.889470221410548,10.512626827550724,5.680397995724873,-0.15417081563783275,-0.3444098532902673
2012-01-01,4943224.0,601127.0,71924.0,118975.0,529203.0,111476.0,0.43,1545.0,3046119.0,6018959.0,12.160626344264392,1.4550018368578888,2.406830036429666,3.9057896293611645,1.976670716647181,-0.13594441208776997,-0.6468893017623629
2013-01-01,4522386.0,712179.0,64459.0,88198.0,647720.0,69197.0,0.27,25262.0,2952639.0,5578303.0,15.747859647540038,1.4253316722632698,1.9502536935148833,2.987090531554992,1.5810901630836476,-0.08513431719865416,-0.25868459760453877
2014-01-01,4450349.0,699703.0,120077.0,144353.0,579626.0,115444.0,0.44,415671.0,2976051.0,5597876.0,15.722429858871742,2.6981479430040207,3.243633252133709,4.850488113274941,2.5787102108013826,-0.015928980852143115,0.6366924420054876
2015-01-01,5123371.0,978729.0,327365.0,325660.0,651364.0,261462.0,1.0,-96517.0,3151488.0,6681463.0,19.103223248911704,6.3896407267793025,6.356361856285638,10.333531335039194,4.87408221822077,0.15122903844170432,1.2559974506937852
2016-01-01,5715358.0,1021324.0,323077.0,299010.0,698247.0,225265.0,0.86,-332008.0,3159194.0,7820471.0,17.869816728890825,5.652786754565506,5.231693272757367,9.464755883937485,3.823427003309647,0.1155463853779084,-0.08183381440766446
2017-01-01,5726260.0,1016618.0,313587.0,298726.0,703031.0,247747.0,0.96,35914.0,3255137.0,6957979.0,17.753612305414006,5.4762969198045495,5.216773251651165,9.177063822505781,4.293286886896324,0.0019074920591151123,-0.0009498010099996401
2018-01-01,5869690.0,738536.0,156783.0,125968.0,581753.0,91285.0,0.36,213.0,3115051.0,7068755.0,12.582197696982295,2.6710609929996303,2.146075857498437,4.043850325403983,1.7820394114663758,0.025047762413861863,-0.5783159149186881
2019-01-01,5996563.0,624248.0,13147.0,75219.0,611101.0,53213.0,0.23,-12667.0,3063196.0,6826858.0,10.410096583659673,0.2192422559389437,1.2543685441143535,2.4555725457985713,1.1018099395065781,0.021614940482376443,-0.40287215800838305
