,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,3529489.0,1.88,12616940.0,
2017-01-01,2893025.0,1.78,-19750106.0,-0.18032752049942635
2018-01-01,3341161.0,1.71,3906756.0,0.154902221722937
2019-01-01,-1533678.0,-0.14,6954080.0,-1.4590254704876537
