,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,12339020.0,2103193.0,1135118.0,1184873.0,968075.0,975555.0,2.45,1366296.0,10100650.0,16633527.0,17.045057062878573,9.199417781963236,9.602650777776518,11.730660898061016,7.123402030128667,,
2011-01-01,16587513.0,2320205.0,1025558.0,1227995.0,1294647.0,999749.0,2.52,-221306.0,10351969.0,17261083.0,13.987660476890056,6.182711054996611,7.403129088730783,11.86242926345703,7.114240746076014,0.3443136488959415,0.03639377384749243
2012-01-01,15866246.0,2100051.0,972039.0,1493387.0,1128012.0,1156136.0,2.91,-467980.0,11263226.0,18530404.0,13.235966466169755,6.126458646865805,9.41235248716048,13.258963284586494,8.059117329552016,-0.04348252809206543,0.21611814380351713
2013-01-01,17548520.0,3006796.0,1628471.0,1954043.0,1378325.0,1542802.0,3.9,287854.0,12711027.0,20188876.0,17.134185674917315,9.279819608719139,11.135087175442715,15.37281763306773,9.678810251744574,0.10602848336021009,0.3084639145780699
2014-01-01,19322793.0,2957217.0,1758003.0,2270446.0,1199214.0,1762848.0,4.39,-213060.0,13825910.0,21827019.0,15.3042937426282,9.09807914414857,11.75009223563074,16.421674956657466,10.401997634216563,0.10110670301541091,0.16192222996116268
2015-01-01,21303660.0,2887892.0,1665754.0,2344901.0,1222138.0,1741650.0,4.45,1218313.0,14814750.0,23972583.0,13.555849088842011,7.819097751278418,11.007033533205092,15.828150998160616,9.781595083016294,0.10251452779109105,0.03279311641853622
2016-01-01,22644105.0,3333268.0,2063685.0,2565811.0,1269583.0,1914455.0,4.97,421222.0,15797411.0,24475000.0,14.720246174445844,9.11356399380766,11.331032955376246,16.24197154837587,10.483395301327885,0.06292087838427762,0.0942086680844949
2017-01-01,23939699.0,4383850.0,3019123.0,3321497.0,1364727.0,2456514.0,6.26,917782.0,16208077.0,25385179.0,18.31205145895945,12.611365748583555,13.874430919118907,20.492850570737048,13.0843946383045,0.05721550929038699,0.2945213034007572
2018-01-01,23645611.0,3290564.0,2035142.0,2240902.0,1255422.0,1496209.0,3.78,-444823.0,16185896.0,25229386.0,13.916172434706805,8.606848856644051,9.477031488000035,13.844781901477681,8.882110725960592,-0.012284532065336307,-0.3253337275330973
2019-01-01,20173888.0,2075859.0,895053.0,375069.0,1180806.0,162225.0,0.41,-304417.0,15461472.0,23155834.0,10.289831092548942,4.436690636926308,1.859180540706878,2.425829830432704,1.619760272940288,-0.14682314616441927,-0.8326258801143468
