,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,15611620.0,1.22,89168267.0,
2017-01-01,16226086.0,1.16,-311422288.0,0.03935952835131773
2018-01-01,16802503.0,1.17,-8967658.0,0.03552409373400334
2019-01-01,18381271.0,1.24,-32517007.0,0.09396028675013479
