,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,2555681.0,393668.0,154224.0,264909.0,239444.0,222988.0,3.07,334213.0,1517646.0,2428024.0,15.403643882002488,6.034555955927207,10.365495537197326,17.455256364132346,10.910476996932484,,
2011-01-01,3294123.0,566201.0,301390.0,319315.0,264811.0,264892.0,3.02,-49341.0,1775061.0,2666492.0,17.188216712004987,9.149324418062106,9.693475319531176,17.988959252667936,11.97509686884491,0.2889413819643374,0.2053761857845524
2012-01-01,2842277.0,543543.0,299091.0,327251.0,244452.0,270840.0,2.59,-116979.0,1754108.0,2387950.0,19.123505555580966,10.522936364048965,11.51369131157871,18.656262898293605,13.704265164681004,-0.13716731281740235,0.024853201384213097
2013-01-01,2313416.0,411052.0,182233.0,216738.0,228819.0,183267.0,1.62,63444.0,1950910.0,2463883.0,17.76818350007089,7.87722571297164,9.368743018981455,11.109584757882219,8.796602760764207,-0.18606947880167912,-0.3377010307073164
2014-01-01,6377856.0,836464.0,213625.0,387014.0,622839.0,332535.0,2.52,280283.0,2697677.0,5823106.0,13.115128344070484,3.349479825195175,6.068089339113332,14.346194892865233,6.646178173641353,1.7568997534382058,0.7856305770100305
2015-01-01,8543448.0,1229804.0,350952.0,429917.0,878852.0,382697.0,2.44,92879.0,2934947.0,6969473.0,14.394703403122486,4.107849664444613,5.032125202845502,14.648203187314795,6.168572573564744,0.3395485881148774,0.11085645480525241
2016-01-01,8260868.0,1155410.0,416829.0,464307.0,738581.0,379077.0,2.23,-172724.0,2874665.0,6263951.0,13.986544755345323,5.045825692893289,5.620559486000745,16.151690718744618,7.412366412189367,-0.033075638781906336,0.07999218453794565
2017-01-01,8446804.0,1234502.0,473510.0,475378.0,760992.0,388724.0,2.35,67365.0,2970656.0,7070682.0,14.61501888761714,5.605788887726056,5.627903760996467,16.002458716189285,6.7232269814990975,0.022508046369945633,0.02384413760722981
2018-01-01,8250452.0,1419974.0,668606.0,710831.0,751368.0,593528.0,3.5,443580.0,3437333.0,7269829.0,17.210863113923942,8.103871157604456,8.615661299526376,20.679724658623417,9.777822834622382,-0.023245715184109894,0.49529637467446963
2019-01-01,10679189.0,2973491.0,1852284.0,1971407.0,1121207.0,1574915.0,8.56,-131450.0,4858188.0,8781114.0,27.84379038520622,17.344800246535574,18.460268846257893,40.57905951766379,22.450534180515138,0.2943762353868613,1.7733835468627563
