,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2014-01-01,1489487.0,1.03,354058.0,
2015-01-01,1791363.0,1.2,1067735.0,0.20267112099669204
2016-01-01,1108704.0,0.72,-1239602.0,-0.381083565977415
2017-01-01,937511.0,0.62,1793852.0,-0.1544082099460271
2018-01-01,2843973.0,1.88,-446124.0,2.0335356065155503
2019-01-01,1436887.0,0.87,-530676.0,-0.49476067459149575
