,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,981816.0,1.36,-1969343.0,
2017-01-01,912721.0,1.36,-872858.0,-0.0703746934252446
2018-01-01,1694157.0,2.47,1183471.0,0.856160864053747
2019-01-01,1377097.0,1.78,973125.0,-0.18714912490400826
