,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,3119081.0,1557088.0,610692.0,646358.0,949914.0,617992.0,2.78,255554.0,3534013.0,4371300.0,49.921371070517246,19.579228625354713,20.722706463859065,18.28963277724219,14.786402214444216,,
2011-01-01,4047743.0,1854193.0,748017.0,842286.0,1093378.0,786604.0,3.53,448002.0,3768680.0,4830142.0,45.80807131282791,18.479854081645005,20.808781585194513,22.349629047836377,17.43812086683994,0.2977357753774268,0.30312613133897925
2012-01-01,3519371.0,1521914.0,539900.0,633544.0,985735.0,526687.0,2.36,25306.0,3635607.0,4481940.0,43.24392057558013,15.340809479875809,18.001625858711684,17.426085932830475,14.135485972592226,-0.1305349672644731,-0.24782793492946575
2013-01-01,3555952.0,1569012.0,582312.0,647872.0,984021.0,561049.0,2.51,-221543.0,3667164.0,4564493.0,44.123542724986166,16.375699109549284,18.219368540407743,17.666840097688567,14.193734112419495,0.010394186915786863,0.022615635220284647
2014-01-01,3894361.0,1823338.0,755589.0,882032.0,1047634.0,747800.0,3.32,333130.0,3974368.0,4929485.0,46.819953260624786,19.40213041369303,22.648953191550554,22.193012826190227,17.892984764128506,0.09516692013840466,0.36142941815667284
2015-01-01,3930519.0,1888747.0,817495.0,938519.0,1066437.0,798584.0,3.5,128615.0,4057607.0,5059566.0,48.05337412183989,20.798652798777972,23.877737265740222,23.129864474307148,18.549397319849174,0.009284706785015473,0.06404189417164008
2016-01-01,3967840.0,1948478.0,846550.0,946703.0,1102186.0,818321.0,3.57,-498835.0,4046196.0,5064037.0,49.10676841808137,21.33528569700391,23.85940461308924,23.397358902040335,18.694630390733717,0.009495183714924194,0.008720121808935222
2017-01-01,4157788.0,2018145.0,833690.0,917963.0,1182018.0,792722.0,3.47,468907.0,3984123.0,5134767.0,48.53891059380613,20.051286886200064,22.078157905116853,23.040528618217863,17.877403200573657,0.047871889995564354,-0.03035798978137816
2018-01-01,4614917.0,2189460.0,943311.0,1069790.0,1218775.0,935987.0,4.1,242421.0,4098846.0,5364270.0,47.443106777435,20.440475960889437,23.181131968353927,26.099785159042327,19.942881324019858,0.10994524011325257,0.16539555515854132
2019-01-01,4862807.0,2406974.0,1110730.0,1245589.0,1283620.0,1070366.0,4.7,125904.0,4224099.0,5555500.0,49.49762554837155,22.841334233499293,25.61460901080384,29.48768482935651,22.42082620826208,0.053714942218895834,0.1643303825984539
