,繼續營業單位稅前淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,淨利成長率
2016-01-01,12457006.0,1.07,-36998158.0,
2017-01-01,9526160.0,0.78,54898754.0,-0.23527691967074593
2018-01-01,10549768.0,0.82,-27235130.0,0.10745232076723465
2019-01-01,11252925.0,0.84,-15880797.0,0.06665141830607091
