,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,684800.0,125675.0,69185.0,68303.0,56490.0,50411.0,5.94,38942.0,207454.0,409289.0,18.35207359813084,10.10294976635514,9.974153037383179,32.92440733849432,16.688208087683766,,
2011-01-01,1282535.0,353412.0,265548.0,246172.0,87864.0,205166.0,10.52,3088.0,412145.0,787838.0,27.555739219592446,20.704932029145404,19.19417403813541,59.729464144900454,31.24652530088673,0.8728606892523365,2.604116949475133
2012-01-01,1700116.0,420239.0,309840.0,315169.0,110399.0,266906.0,12.44,61766.0,601526.0,1110955.0,24.718254519103404,18.224638789353197,18.53808798929014,52.394908948241635,28.36919587202002,0.32559033476669264,0.2802796418764115
2013-01-01,1520061.0,343708.0,241228.0,227643.0,102480.0,185116.0,7.54,221274.0,866336.0,1412667.0,22.6114609874209,15.869626284734625,14.975912150893944,26.2765255051158,16.11441337555135,-0.10590747925435673,-0.27771132313139935
2014-01-01,1727621.0,312524.0,171578.0,178518.0,140946.0,153446.0,2.51,280488.0,1263958.0,1791987.0,18.08984725237769,9.931460661800244,10.333169138370048,14.123728794785903,9.962014233362183,0.13654715172614784,-0.2157984212121612
2015-01-01,1415828.0,153997.0,2205.0,18184.0,151792.0,11032.0,0.16,-58440.0,1187798.0,1616622.0,10.876815545391107,0.15573925646335574,1.2843367979726352,1.5309000351911688,1.1248145825059908,-0.18047534731286552,-0.8981391232256691
2016-01-01,1457914.0,195308.0,-11901.0,-15228.0,207209.0,-26605.0,-0.39,-281264.0,1058615.0,1749537.0,13.396400610735611,-0.8163032936099112,-1.0445060545409401,-1.438483301294616,-0.8704017119958022,0.02972536212025756,-1.8374395072591287
2017-01-01,2345408.0,473407.0,153717.0,155948.0,319690.0,141866.0,2.01,-10761.0,1193309.0,2670682.0,20.184419938876307,6.553955644391082,6.649077687123094,13.068534637717475,5.839257537962213,0.6087423538013903,-11.24087207775151
2018-01-01,5571335.0,1310647.0,188477.0,254128.0,1122170.0,166100.0,1.06,693143.0,3535687.0,8409027.0,23.52482842981081,3.3829773294910463,4.5613484021334205,7.187514053138753,3.022085670553799,1.3754225277648922,0.6295688306358529
2019-01-01,8502426.0,1969687.0,394821.0,380683.0,1574866.0,291175.0,3.06,-111072.0,3865155.0,9077305.0,23.166176336024566,4.643627595229879,4.477345642290801,9.84910048885491,4.193788795242641,0.5261020922274464,0.49799707234149726
