,營業收入合計,營業毛利（毛損）,營業利益（損失）,繼續營業單位稅前淨利（淨損）,營業費用合計,本期淨利（淨損）,基本每股盈餘合計,本期現金及約當現金增加（減少）數,股東權益總額,資產總額,營業毛利率(%),營業利益率(%),純益率(%),股東權益率(%),總資產報酬率(%),營收成長率,淨利成長率
2010-01-01,12757194.0,4528784.0,3259181.0,3304202.0,1269603.0,2974099.0,22.75,2211594.0,6877472.0,10125877.0,35.499844244745354,25.547788957352218,25.90069571725569,48.04384518032207,32.63126739540684,,
2011-01-01,17384762.0,4885695.0,3376154.0,3117924.0,1509541.0,2675023.0,19.76,2978094.0,10671485.0,15401604.0,28.10331829679348,19.420191084583156,17.93480980642703,29.2173394799318,20.244151193602953,0.36274183805623705,-0.056376093229167035
2012-01-01,16517137.0,1796223.0,424561.0,671722.0,1371662.0,422784.0,2.81,-3267503.0,10567672.0,14238021.0,10.874905257491054,2.5704273083162055,4.066818601795214,6.356385777302702,4.717804531964099,-0.049907211844487764,-0.7845611374748069
2013-01-01,13100704.0,1079741.0,-236468.0,-392032.0,1316209.0,-356532.0,-2.35,-869972.0,9990043.0,14023943.0,8.241854788872415,-1.8050022349943942,-2.992449871396224,-3.924227353175557,-2.795447756740027,-0.20684171839223708,-1.5836223914059686
2014-01-01,8269675.0,562952.0,-647500.0,-1451468.0,1210452.0,-1635876.0,-10.76,-223630.0,8452862.0,10232711.0,6.807425926653708,-7.829811933358929,-17.551693385773927,-17.171320199004786,-14.184589010673712,-0.36876102230841945,2.7024222512447964
2015-01-01,5193816.0,-170140.0,-1030071.0,-1732152.0,859931.0,-1812739.0,-11.92,-1102078.0,6795229.0,8454898.0,-3.2758187814123567,-19.832643281933745,-33.35027655966249,-25.490708260163125,-20.48696507042427,-0.371944362988872,0.19337939244957525
2016-01-01,2217142.0,-308151.0,-691345.0,-2234838.0,383194.0,-2634141.0,-17.36,-82050.0,4219337.0,5106960.0,-13.898568517487828,-31.18180973523572,-100.79814463845797,-52.966567970275904,-43.76063254852202,-0.5731188782968053,0.29020894240228334
2017-01-01,1456381.0,112925.0,-148167.0,-96334.0,261092.0,-146713.0,-1.01,-315236.0,4020943.0,4758005.0,7.753808927746242,-10.173642748703807,-6.614615268944046,-2.3958061579087295,-2.0246721052205703,-0.343126872342863,-0.9568944147182032
2018-01-01,894210.0,121571.0,-73016.0,-10946.0,194587.0,6587.0,-0.04,-381550.0,4096038.0,4515780.0,13.59535232216146,-8.16541975598573,-1.2240972478500576,-0.26723384890472207,-0.2423944479137602,-0.3860054477502797,-0.8863744887578633
2019-01-01,738793.0,101120.0,-109458.0,143144.0,210578.0,123068.0,0.79,-195429.0,4296732.0,4673757.0,13.687189781170098,-14.815787372105582,19.37538661032251,3.3314621437874177,3.062718066001292,-0.17380369264490447,-14.077288507217249
